94	185,359	87,1008	189,1764	38,107	31,1473	66,970	67,1348	87,1541	28,694	117,1811
95	162,796	131,1397	91,566	93,67	60,1278	66,454	126,1021	51,61	49,808	165,1471
96	106,1302	158,696	178,63	143,706	29,1623	80,1508	28,1701	44,367	118,933	85,187
97	57,1862	144,1796	74,240	112,1871	40,404	179,1134	29,3	186,912	4,1099	142,1419
98	118,577	175,490	8,1404	19,805	8,642	101,1015	56,1101	98,1040	71,1418	93,1798
99	42,1334	120,573	68,826	164,13	145,1354	9,1069	24,12	67,279	15,587	142,1144
100	143,340	30,1813	86,1242	78,1526	64,485	37,1206	10,1639	67,1066	176,114	65,46
101	52,1210	49,1519	69,1015	33,1216	176,1089	41,1756	161,1621	87,186	189,1389	47,1028
102	141,599	66,810	36,736	26,1444	197,1867	191,9	115,1762	50,1224	98,372	193,1583
103	36,294	111,1685	91,921	145,733	117,89	129,1735	66,1437	138,1401	76,509	162,1491
104	29,1442	39,1655	20,944	15,1832	25,397	191,141	177,1645	196,1239	84,1682	154,285
105	140,177	102,945	197,508	1,37	185,381	121,1805	106,1332	175,1427	154,1750	151,383
106	91,989	16,798	112,1735	38,1241	85,807	72,296	122,533	111,1393	89,320	62,816
107	176,593	26,1418	61,702	20,248	169,331	152,1327	48,1092	174,151	42,1428	187,1567
108	174,563	188,1700	190,1263	93,1528	70,1387	128,940	153,1715	38,374	80,202	131,534
109	179,752	113,215	65,28	20,561	122,433	70,1733	169,203	76,275	142,1585	24,1443
110	57,1437	137,684	95,1159	31,1546	130,300	27,470	107,799	53,49	166,1184	12,1081
111	32,1848	127,585	62,1501	26,225	68,1700	185,706	66,1287	71,584	70,1173	57,349
112	18,255	35,110	167,1075	140,1346	64,206	70,523	35,1398	188,972	121,1436	68,1704
113	52,1444	30,1738	16,911	159,1330	29,769	10,550	49,939	116,774	126,1455	88,33
114	3,251	12,1307	74,880	185,1029	28,907	47,1365	78,1810	77,1803	147,243	155,1002
115	154,1568	49,900	180,598	156,1427	77,1178	26,1131	176,823	49,999	155,387	189,487
116	104,837	76,1435	96,1588	84,1389	132,1305	121,1422	187,1829	82,1218	114,1737	142,931
117	133,1341	23,1396	49,1045	109,273	154,106	3,1732	77,405	166,779	145,978	1,654
118	106,1409	177,973	155,479	4,1398	125,1514	117,1016	55,886	170,307	182,120	174,1538
119	120,1287	179,868	162,373	20,142	37,1209	74,930	175,1027	116,1711	111,990	11,15
120	124,1181	34,1389	70,623	180,1593	22,1389	48,564	108,1080	109,1051	159,806	53,1337
121	85,1610	70,375	143,1081	68,662	27,1249	83,327	72,986	43,960	179,52	168,987
122	194,59	66,573	147,181	23,129	125,439	192,1343	171,127	14,24	96,261	3,546
123	116,656	178,1709	154,1229	151,549	60,1278	98,278	103,1328	181,1337	190,188	146,1141
124	104,1374	108,310	195,26	37,1367	11,42	43,174	180,1730	101,304	67,1318	24,1457
125	84,702	151,1014	154,1560	63,465	33,1401	13,483	83,237	122,1767	175,219	34,1830
126	27,1660	54,667	86,675	108,1029	124,1316	179,1845	69,309	76,1217	160,1395	160,515
127	10,568	2,200	111,762	67,457	101,739	172,1222	144,1125	101,1110	93,584	137,1874
128	14,295	124,801	61,433	105,1562	18,794	44,1576	121,839	54,1853	61,1507	171,257
129	155,1814	138,891	53,932	94,1417	166,352	109,1648	85,275	177,627	124,602	57,1080
130	101,1834	133,1337	196,1430	115,783	87,730	51,557	98,1670	125,262	198,1707	109,719
131	59,599	70,1789	60,487	30,273	118,722	133,427	2,795	184,193	14,640	171,557
132	58,1726	80,6	175,921	13,1647	120,1626	19,865	191,128	45,1241	179,1293	71,50
133	71,359	122,1199	116,1674	17,971	84,1311	112,1817	184,364	199,564	97,1601	1,413
134	91,1093	158,927	37,393	46,1590	95,1833	177,1260	131,1074	194,1772	103,1787	91,1591
135	164,369	169,1540	5,1360	36,1634	160,1834	106,1248	143,1247	83,761	138,746	154,840
136	109,873	185,1313	176,1726	86,1821	63,1105	45,1377	196,1361	118,534	99,1660	69,281
137	87,589	130,1834	25,575	125,827	190,123	157,1696	118,892	90,53	12,609	102,54
138	100,105	136,56	173,1435	152,224	72,1126	17,1604	125,62	159,709	79,1553	100,809
139	7,877	132,1674	91,1800	2,452	173,530	51,818	94,1435	188,1450	7,835	87,473
140	188,1275	8,442	107,108	70,346	6,1295	131,343	118,1153	141,1679	131,818	138,1623
141	166,1113	109,1862	33,300	115,417	57,1635	190,394	62,1600	8,143	122,1527	82,1302
142	147,698	110,353	65,613	112,273	115,1672	124,1495	107,1070	82,602	58,1383	189,545
143	38,653	200,1296	116,715	25,1806	131,866	11,1608	32,1545	8,621	29,1168	1,1578
144	54,718	61,1704	173,1759	163,1688	122,976	152,419	169,1088	193,1437	103,1843	86,1182
145	29,1557	35,502	95,848	170,536	169,1258	66,531	78,591	146,1423	12,1410	98,138
146	141,1830	114,340	65,456	18,1501	193,1485	112,738	57,120	122,1361	156,1413	1,466
147	150,664	183,1020	12,471	54,1705	100,1584	147,1773	33,761	170,809	24,1587	119,1460
148	179,1623	197,980	140,379	92,459	155,245	78,212	96,705	122,1734	145,1815	89,768
149	189,1276	30,1354	114,1160	103,1352	40,1715	169,521	48,1472	24,30	158,901	112,1198
150	76,943	121,889	121,400	72,101	7,1356	126,1284	55,1702	111,1573	146,1820	68,285
151	7,86	147,1876	198,769	60,660	176,730	36,592	187,1358	51,180	131,1416	199,1316
152	152,902	60,999	170,1132	176,90	64,94	38,168	39,567	50,1599	107,186	38,1284
153	60,347	44,1297	25,1620	116,340	10,1576	158,140	198,946	81,1319	21,128	100,1108
154	57,1693	121,1371	149,843	184,1564	194,960	95,545	64,1044	38,67	28,968	191,91
155	83,1613	85,1721	82,1535	88,993	157,373	94,143	73,1490	72,1574	6,1035	75,1412
156	63,987	10,1351	110,391	154,708	182,1251	20,946	117,1859	197,83	107,1525	174,743
157	160,894	175,1040	76,98	86,104	105,63	140,539	156,1503	16,472	149,1378	5,1373
158	116,513	10,1540	35,453	154,1390	169,1570	57,1859	157,596	52,1300	4,732	100,1775
159	167,718	138,503	51,91	48,181	139,1771	153,1503	184,954	95,89	189,851	181,1753
160	39,1235	44,574	52,1216	151,426	60,1642	144,1079	180,1650	95,1695	75,1577	93,1652
161	5,222	48,1606	65,1180	57,1195	152,340	171,1768	143,1376	74,1267	155,1777	98,1190
162	22,279	46,630	13,623	179,1665	168,100	116,132	102,1395	180,1127	155,1516	10,176
163	67,1034	161,1792	129,768	154,1074	100,1167	156,1048	85,1008	41,409	38,1648	33,1047
164	116,1182	91,1087	87,381	32,84	67,549	192,1153	99,1455	145,1322	170,148	157,172
165	185,160	154,304	94,649	105,200	195,983	194,1273	109,1119	162,364	18,865	176,1360
166	21,1536	2,961	112,343	135,201	86,512	71,933	181,1226	36,436	153,325	106,1017
167	154,87	188,1221	118,153	68,744	183,506	152,1396	112,142	167,1663	20,939	42,1234
168	67,135	136,1354	109,1456	28,1373	23,1639	29,1007	143,1128	116,856	37,324	69,53
169	71,1703	2,1023	113,115	49,642	57,1668	154,620	74,1276	183,1731	68,1695	158,631
170	5,633	24,1577	30,990	83,1704	145,1492	33,427	144,862	126,1374	181,341	89,66
171	89,456	157,436	158,216	36,1223	92,1146	198,1173	90,755	118,161	178,1559	13,1317
172	133,376	58,914	61,654	110,1099	11,1106	114,1053	175,1096	121,1396	155,274	4,116
173	136,651	85,75	115,1306	33,1266	30,1464	162,415	77,1845	62,1071	189,1561	11,1824
174	182,1142	177,927	140,1053	142,101	122,538	47,933	24,587	71,153	127,213	94,905
175	108,211	68,847	147,917	46,500	53,1784	52,1730	130,1106	97,928	128,1445	44,1609
176	41,32	89,483	125,1398	31,622	89,1403	43,490	186,1208	12,917	157,743	69,1472
177	132,1079	108,1510	136,1692	16,634	97,54	144,207	120,558	113,1441	181,1749	4,373
178	71,83	25,349	19,1604	172,1548	119,209	18,1778	74,63	191,574	120,1190	129,983
179	99,1012	164,955	53,1194	51,381	193,1449	116,1465	51,1196	10,1430	194,230	30,152
180	139,1441	189,744	109,1800	69,1576	49,1290	116,46	116,578	140,1424	63,1606	124,113
181	29,114	11,829	134,1205	67,1765	160,344	1,696	195,1254	40,338	164,1280	171,1110
182	166,836	63,1641	64,272	76,228	199,1244	57,868	12,189	33,1010	154,483	40,121
183	177,52	156,1042	45,887	197,991	101,1675	60,1732	47,400	86,968	159,787	174,1823
184	55,1156	27,1727	6,54	52,928	72,635	35,985	156,615	126,582	171,629	173,429
185	177,956	160,439	9,37	106,1081	166,642	94,1743	89,1348	152,973	105,1387	125,757
186	115,1300	96,233	1,1605	28,1253	85,1742	174,143	182,246	132,150	86,242	40,402
187	33,967	56,899	181,859	125,906	121,1390	96,908	135,75	181,1094	69,1011	100,245
188	163,1013	155,49	146,987	176,1511	139,325	125,634	41,1300	168,640	43,1627	156,1801
189	35,627	143,1365	72,439	200,842	63,114	138,1491	137,656	146,792	189,887	97,1293
190	67,123	124,451	117,1268	101,538	38,1048	62,299	104,267	137,1453	184,437	89,1780
191	76,1062	41,1814	170,1782	38,1663	96,1401	156,856	68,358	66,434	183,1827	20,1354
192	110,1381	34,49	190,392	199,188	138,726	26,340	104,955	121,939	144,124	10,1232
193	145,929	44,254	161,110	151,950	33,1015	175,1052	150,1576	81,207	88,217	23,956
194	140,1819	117,849	17,1128	39,553	197,1258	189,595	139,1753	77,592	135,1767	95,1732
195	164,223	153,1155	186,543	58,1139	35,376	174,592	120,1514	16,8	23,1507	96,1203
196	51,728	45,1831	151,1560	104,1425	195,460	35,1089	55,811	19,1217	199,1410	199,1001
197	112,205	105,1792	48,1226	171,1813	34,1667	42,1347	50,285	121,1332	43,1537	126,727
198	35,666	117,542	92,23	12,36	9,1169	118,1419	145,1358	124,1385	88,506	56,1252
199	24,838	7,456	29,363	123,1705	98,380	134,464	144,1662	93,331	31,1229	8,1460
200	125,1236	25,586	153,1818	71,888	63,1634	169,1252	69,1373	10,1355	196,53	22,169
