43	52,167	157,120	42,32	101,203	21,144	154,129	120,61	175,29
44	137,122	42,69	189,78	43,97	66,102	170,88	90,88	129,6
45	86,133	192,199	159,59	1,148	26,104	195,76	168,276	140,188
46	192,147	149,223	82,52	168,104	78,260	189,18	166,151	74,270
47	16,254	87,122	110,7	110,170	128,265	75,35	110,157	161,155
48	109,144	133,98	84,74	146,194	53,250	118,179	31,162	40,104
49	29,97	28,212	183,90	194,236	197,223	180,10	102,6	172,118
50	58,56	83,193	167,70	54,17	138,85	52,138	146,123	151,207
51	71,60	114,37	146,95	147,161	13,207	170,189	144,149	56,187
52	79,158	18,270	184,132	79,17	160,131	2,141	40,46	83,255
53	97,56	86,56	18,130	88,89	103,172	8,169	5,123	39,14
54	145,75	31,160	120,199	132,252	108,228	162,136	110,205	167,179
55	68,94	117,272	88,127	97,101	191,172	88,59	142,219	54,66
56	169,266	39,94	62,208	27,35	189,59	125,229	32,160	154,64
57	147,117	27,250	182,32	25,229	90,221	8,207	68,63	154,72
58	75,92	68,139	14,143	172,229	14,209	54,108	56,275	5,94
59	35,26	52,243	100,113	190,147	187,252	108,53	122,34	67,38
60	144,260	146,100	15,272	80,115	67,154	89,169	139,156	39,160
61	190,117	200,261	144,204	91,12	196,39	157,66	160,199	11,17
62	161,63	162,252	93,190	27,41	79,268	8,268	195,125	85,194
63	30,82	190,102	16,141	16,148	68,273	72,184	60,221	110,274
64	185,85	108,108	160,27	17,172	71,35	7,229	181,53	60,21
65	87,144	144,248	102,192	160,34	139,216	112,238	139,44	31,281
66	41,109	148,136	189,114	173,67	134,153	183,64	30,74	198,131
67	91,210	188,111	176,201	84,203	110,129	31,84	143,103	153,202
68	31,183	156,249	110,89	108,110	63,67	130,207	53,221	182,272
69	171,115	145,13	10,120	181,192	21,178	44,9	110,272	159,7
70	97,22	196,40	15,222	86,265	99,232	25,6	72,22	13,68
71	35,19	106,164	68,34	95,60	114,96	59,96	192,51	121,28
72	26,251	178,81	74,203	60,34	72,260	169,125	76,132	41,183
73	35,125	167,19	186,6	114,131	130,95	113,256	149,188	16,130
74	83,219	27,28	49,232	93,108	64,252	196,137	74,263	141,137
75	25,108	191,196	173,236	96,100	118,268	169,164	48,144	112,90
76	127,66	131,72	163,271	183,192	161,50	30,65	22,212	172,174
77	182,219	182,218	180,28	189,42	190,78	12,91	86,123	191,114
78	139,4	199,248	62,270	88,33	168,278	140,171	101,51	90,192
79	181,61	76,181	171,261	19,272	105,106	141,261	97,75	10,56
80	139,230	40,143	3,284	34,250	91,125	125,128	169,214	155,233
81	142,161	157,122	156,85	171,142	188,175	190,214	107,182	48,276
82	42,10	106,275	103,14	27,279	185,200	81,250	137,30	100,46
83	197,173	76,111	134,85	49,105	42,13	15,258	63,147	137,252
84	88,54	187,145	139,121	29,202	175,249	28,82	144,278	126,143
85	27,245	126,195	182,99	73,115	20,122	101,120	27,128	155,225
86	25,226	155,164	128,206	108,188	73,154	184,226	56,85	140,118
87	13,252	58,140	173,274	161,10	163,126	44,187	118,203	11,207
88	146,53	63,30	191,141	168,180	190,108	52,14	15,63	55,142
89	110,60	149,223	141,113	137,130	35,250	97,7	78,146	22,236
90	113,242	71,96	186,249	47,156	180,162	120,242	186,129	162,246
91	27,62	121,84	92,264	72,231	12,120	37,66	30,170	160,19
92	134,20	113,144	139,44	151,245	98,50	54,155	8,92	96,50
93	139,114	142,50	151,248	151,161	54,120	153,258	139,142	143,149
94	193,5	163,104	121,80	184,173	37,29	115,63	110,187	8,3
95	30,257	112,239	11,104	56,25	51,3	1,212	131,101	96,57
96	141,275	51,128	159,156	157,133	53,284	153,15	54,204	89,202
97	17,45	31,199	67,98	145,51	57,76	185,91	25,157	145,278
98	95,240	95,26	110,186	8,89	48,91	15,67	78,189	3,140
99	155,157	198,144	123,101	159,218	13,34	145,228	16,128	52,105
100	100,226	105,264	88,149	179,93	155,56	75,196	44,211	102,158
101	108,72	65,24	147,262	117,13	38,278	125,122	2,172	71,235
102	21,270	101,80	168,217	178,196	158,186	83,273	98,119	118,119
103	18,173	112,196	81,196	50,40	97,184	28,70	118,138	21,142
104	122,133	43,206	183,12	179,38	157,23	151,236	104,181	191,117
105	27,39	60,51	1,162	52,129	60,57	126,147	24,260	33,266
106	51,149	181,58	11,229	38,233	180,120	187,99	84,178	167,147
107	176,167	108,117	165,58	84,192	124,283	2,254	189,31	49,75
108	140,148	29,193	138,185	9,167	27,269	8,136	31,262	185,119
109	157,173	103,45	180,242	64,41	86,11	40,83	200,74	171,50
110	148,107	99,181	96,156	151,96	124,11	23,257	199,218	25,260
111	169,92	136,251	55,2	141,146	3,95	96,82	75,115	42,192
112	98,83	105,267	52,192	153,143	88,11	200,46	10,45	154,111
113	159,130	114,247	37,77	152,82	27,120	77,258	74,16	22,283
114	180,209	189,14	126,207	63,131	190,76	45,161	192,136	18,22
115	177,126	3,93	97,133	159,196	42,187	118,193	56,269	199,245
116	42,22	41,247	40,236	119,167	154,139	171,281	187,121	140,256
117	139,123	9,265	163,197	64,275	184,40	136,282	132,141	75,150
118	17,227	108,168	194,101	153,281	161,31	109,240	119,118	174,283
119	80,193	128,226	99,17	7,79	64,42	7,232	26,10	41,70
120	48,8	63,178	21,148	188,157	105,114	173,107	44,79	62,165
121	55,189	78,99	65,6	41,155	70,256	96,111	158,173	35,214
122	108,4	42,70	108,158	139,164	76,39	146,150	164,95	172,253
123	57,139	10,27	16,272	62,282	192,66	156,206	55,133	92,27
124	174,87	6,189	91,245	61,182	199,152	35,150	168,147	41,28
125	101,8	94,48	71,100	184,73	54,277	122,88	46,23	185,52
126	68,185	111,68	198,7	71,51	88,36	196,278	19,143	56,142
127	150,235	103,97	156,72	180,284	110,215	75,212	70,247	31,110
128	32,166	56,218	39,282	118,267	185,134	72,208	165,191	140,19
129	167,92	170,9	179,89	38,8	112,140	163,131	10,141	149,278
130	183,78	187,50	193,102	137,179	177,158	44,3	14,230	108,279
131	75,90	81,150	56,257	84,272	193,32	45,198	109,114	155,61
132	37,283	191,48	109,43	149,13	54,53	27,167	169,88	160,251
133	107,128	182,137	180,125	112,196	78,61	14,120	128,65	54,9
134	125,30	126,32	102,225	171,227	127,239	109,285	56,91	48,63
135	182,154	134,256	115,118	55,271	40,239	65,94	150,273	128,34
136	24,185	9,166	54,137	18,154	2,97	162,79	138,42	98,273
137	23,14	98,29	171,7	160,128	21,6	35,123	109,197	115,168
138	132,130	39,79	173,131	163,225	41,102	110,178	1,160	109,14
139	52,114	24,28	193,155	45,254	182,107	188,267	45,4	41,275
140	36,282	113,230	192,220	159,46	111,170	40,276	16,194	169,273
141	94,208	198,89	196,262	69,128	68,121	127,207	22,87	136,159
142	45,31	29,107	115,122	109,234	155,147	76,263	4,45	181,244
143	136,75	10,282	104,16	132,56	46,35	113,269	190,57	131,134
144	185,188	50,19	60,272	97,86	10,123	113,169	160,40	127,228
145	100,138	171,17	132,250	87,217	128,230	96,67	79,245	48,138
146	99,37	83,25	179,243	78,270	144,49	179,61	159,78	9,282
147	167,198	166,23	55,16	30,230	105,104	198,16	34,32	107,203
148	41,93	87,86	77,275	170,186	32,166	74,276	31,243	69,51
149	135,70	93,211	140,115	69,176	155,42	24,76	48,258	15,191
150	200,233	86,281	62,53	199,215	12,69	73,205	191,102	121,5
151	40,284	181,7	90,175	187,2	115,106	32,228	137,231	54,4
152	12,55	91,102	192,123	32,274	92,222	25,185	18,23	40,129
153	23,174	83,136	129,30	163,84	196,226	179,211	187,75	17,71
154	60,137	37,245	153,181	35,257	100,113	123,125	169,168	23,117
155	3,162	153,218	168,59	159,92	68,275	135,134	44,219	199,21
156	130,157	158,41	81,46	16,75	131,249	118,126	2,110	128,11
157	76,192	174,207	82,270	148,43	69,193	191,16	94,86	126,175
158	113,8	91,99	125,177	83,278	138,262	115,250	170,200	102,142
159	179,2	98,274	173,69	159,20	95,227	47,28	17,18	32,220
160	63,28	144,114	38,171	47,204	137,250	41,101	174,117	110,277
161	63,173	157,165	99,235	98,116	100,196	106,4	82,70	9,278
162	86,6	32,64	185,105	39,166	90,100	96,119	54,262	188,71
163	25,209	113,220	5,121	24,144	95,122	181,186	155,270	185,34
164	162,206	98,34	61,207	7,267	72,187	32,246	132,18	176,190
165	62,191	99,193	8,255	18,264	184,141	120,233	61,274	160,239
166	196,243	122,21	95,177	193,82	17,107	4,256	122,205	36,105
167	56,26	93,193	191,190	43,102	109,285	137,101	180,274	57,249
168	5,19	70,128	148,278	105,159	152,144	144,115	188,136	182,203
169	93,212	113,238	74,48	66,195	198,213	176,274	61,217	182,217
170	80,119	29,69	78,209	150,45	153,89	54,274	88,109	18,36
171	102,278	166,145	195,209	133,225	189,45	34,80	12,257	167,179
172	115,130	123,7	149,195	171,161	5,262	112,171	67,186	199,151
173	146,56	98,130	60,266	187,54	22,98	28,66	21,30	46,112
174	188,239	45,283	23,258	147,28	157,68	158,151	123,173	8,14
175	16,226	164,54	54,135	105,164	162,100	179,244	199,130	153,252
176	131,15	61,28	76,25	172,197	68,276	48,102	17,271	101,224
177	149,176	168,6	156,37	151,273	29,56	69,195	200,281	180,236
178	84,186	9,286	110,135	130,229	96,63	2,145	41,175	139,77
179	23,237	164,44	43,138	193,197	132,193	58,137	57,140	38,96
180	192,152	31,157	62,35	157,177	40,212	152,126	70,146	24,128
181	134,117	32,209	107,17	104,170	105,247	196,140	38,9	2,50
182	137,38	125,41	98,73	84,106	195,181	18,93	121,207	123,280
183	147,125	153,217	40,282	103,86	119,10	150,219	27,212	10,23
184	31,101	44,14	23,59	75,234	121,118	133,266	38,23	18,162
185	107,135	194,65	184,26	166,30	133,176	185,83	107,228	182,181
186	50,240	118,262	6,264	195,62	126,280	90,145	133,236	190,123
187	59,91	176,204	109,177	191,258	98,155	7,107	172,195	46,238
188	20,63	72,58	106,103	160,79	149,262	27,204	143,153	23,268
189	197,177	151,279	1,21	42,11	82,20	4,180	87,62	72,258
190	127,224	63,74	54,170	92,107	90,98	140,282	174,275	38,160
191	193,178	134,240	140,104	82,63	89,149	103,66	157,136	70,7
192	181,81	108,282	60,235	25,266	15,112	79,86	173,26	124,108
193	11,199	66,218	98,160	84,224	1,237	59,79	167,146	6,191
194	36,3	7,260	72,1	69,14	2,20	184,43	57,2	75,135
195	137,147	148,54	28,177	133,191	121,241	128,160	38,110	79,246
196	132,195	199,270	80,193	57,255	48,285	88,137	91,89	44,224
197	131,286	107,35	44,145	91,10	5,128	193,4	32,182	44,260
198	131,149	144,254	29,179	179,26	155,139	147,175	35,277	160,190
199	186,220	2,156	18,49	29,230	126,97	154,37	133,85	180,280
200	48,218	50,124	1,140	134,285	141,166	109,124	61,156	134,196
