71	18,531	140,1685	138,1586	19,562	120,1826	84,1623	44,939	105,404	158,1714	50,914	174,1126
72	81,619	64,1666	66,379	20,1820	188,1007	42,1235	4,1045	163,967	141,942	190,1266	107,1400
73	31,1107	169,320	37,453	38,1644	70,1578	6,165	103,1257	48,1608	118,1272	40,1606	196,1364
74	31,219	57,189	140,407	79,917	53,826	106,1015	198,1277	159,366	17,1835	86,1154	197,1469
75	28,1610	63,1053	62,187	51,303	165,982	119,1030	58,878	114,511	90,491	78,874	57,1190
76	188,1175	51,647	103,1681	104,132	128,828	80,829	169,82	134,1551	103,1255	10,242	176,1532
77	71,940	196,1868	176,1164	41,1136	115,954	60,1133	190,156	165,454	168,1048	109,1312	191,12
78	1,1527	101,330	37,1617	32,376	135,1491	140,1230	197,1316	37,1623	94,1304	89,1515	20,1183
79	26,1313	176,1488	84,1270	196,1764	105,504	194,1425	55,253	29,41	178,1708	136,1255	167,1217
80	14,682	56,25	83,955	143,927	97,528	31,1493	106,1237	53,976	124,1621	61,503	64,1521
81	122,1650	47,587	105,610	116,796	23,1846	66,277	40,395	82,453	174,1573	21,610	23,1438
82	24,1726	113,625	172,770	46,591	154,93	36,175	134,321	72,172	67,489	29,1462	188,1530
83	23,1092	193,669	49,1240	72,1612	79,478	159,596	45,276	142,1012	54,1808	200,202	145,1028
84	80,209	26,1686	76,1437	194,1647	7,1456	112,784	21,452	32,225	200,1622	94,323	162,946
85	45,1428	49,934	179,66	132,804	145,1216	57,364	67,401	165,96	136,1821	154,1371	61,21
86	126,1783	75,1388	41,1497	153,909	169,1450	39,773	148,1070	57,1559	56,27	76,76	75,1301
87	144,1260	163,1599	40,713	54,6	61,1190	196,923	57,215	154,179	31,506	44,1080	99,1812
88	9,1392	60,111	176,1164	190,1091	96,1537	89,556	88,1681	37,957	190,1186	121,542	92,908
89	65,352	179,195	94,904	189,530	168,1036	98,1827	76,166	48,470	79,184	10,1754	151,353
90	16,921	127,1653	44,1342	105,1157	169,336	97,1593	38,1386	25,800	110,1167	79,624	94,720
91	48,935	125,1293	171,1332	150,484	2,1193	108,1689	125,1736	133,548	182,1661	88,70	80,602
92	186,1564	2,669	66,1695	50,1790	155,571	134,285	48,56	50,670	150,223	104,1572	49,115
93	44,1172	62,646	138,205	18,443	183,1640	44,281	43,1422	175,151	110,579	113,1174	77,1186
94	189,1619	200,1054	98,252	133,1648	38,756	131,28	117,686	67,1209	176,973	24,972	146,1204
95	169,460	109,688	110,495	129,705	56,1290	188,1512	81,189	48,175	33,1726	4,3	34,1382
96	174,1362	103,1033	90,1690	33,1520	100,1704	154,1331	37,479	129,1876	41,540	166,1631	101,145
97	97,719	94,1317	132,647	39,110	69,875	26,1817	164,1788	100,1822	81,198	21,246	2,1772
98	25,136	127,1134	65,1372	29,269	171,623	19,122	136,230	156,1210	177,1434	120,1139	54,1459
99	173,1183	53,1018	33,643	180,1675	25,1574	13,391	62,659	30,603	185,915	157,1259	27,1378
100	52,1522	62,1046	121,1457	5,783	152,1533	104,1348	182,625	130,1412	129,1461	3,1028	97,743
101	154,1578	127,1741	33,576	182,767	193,1781	110,1576	62,314	23,321	1,1859	190,1342	40,814
102	61,563	177,1737	72,722	73,1088	189,1613	114,492	157,136	109,960	38,74	91,1403	158,1570
103	77,404	124,379	4,852	44,1095	134,591	187,1293	52,1073	35,831	190,998	4,258	149,1223
104	190,461	101,847	168,1383	149,1272	159,989	66,1804	180,1175	78,505	43,240	48,1855	101,1687
105	200,822	133,376	154,1076	45,1692	156,1477	152,625	79,580	142,449	79,494	168,1346	136,688
106	86,221	13,1872	37,21	66,115	69,516	1,1779	175,1720	117,1774	20,1284	89,1699	13,589
107	7,1827	63,1704	118,851	157,235	17,848	152,1597	187,222	116,56	140,557	110,1673	175,677
108	154,126	174,353	24,331	189,331	60,529	121,34	20,523	136,991	27,1821	85,699	49,1127
109	54,101	95,1408	61,1474	148,1634	42,884	61,1059	91,1291	190,1671	196,1703	12,1219	122,1197
110	88,110	51,133	187,1177	66,486	101,613	99,1274	83,67	182,1810	101,174	30,515	32,609
111	35,566	31,1196	93,1422	129,1107	146,1683	106,82	146,492	84,314	117,412	162,1201	47,1477
112	105,646	9,1270	176,1783	175,809	186,270	114,1193	168,801	3,1350	99,1146	190,639	3,1227
113	185,211	139,1340	52,1232	96,279	168,453	81,424	77,1439	187,784	185,1846	198,638	177,1554
114	131,1073	40,392	198,800	104,949	139,1691	135,697	133,22	105,1685	168,797	59,615	169,451
115	103,1355	145,301	113,995	60,56	49,1096	58,1392	75,269	74,847	192,316	124,1041	14,437
116	19,1012	79,5	142,1008	189,1493	40,96	33,1427	166,1702	163,142	84,1816	158,1740	102,1408
117	185,1615	160,541	18,1698	194,876	98,744	190,1404	67,873	33,610	142,1788	110,1015	176,434
118	73,137	188,983	191,412	94,341	108,649	26,1841	36,940	131,642	32,1172	178,1052	3,1750
119	108,1343	172,1547	195,801	148,1125	81,517	163,929	3,574	59,962	32,559	107,633	166,1507
120	72,56	97,936	21,597	195,1399	15,739	57,103	127,238	132,728	143,628	50,1195	94,49
121	175,21	192,837	141,1796	7,930	179,1085	129,1237	50,1177	55,1222	80,298	131,1788	136,474
122	32,889	34,1032	81,233	54,1095	187,102	95,1854	34,49	31,1608	92,1293	13,1567	160,1347
123	153,1332	38,604	155,253	59,1203	174,496	94,1498	123,1507	180,247	198,1706	175,1488	98,623
124	138,1411	57,1089	120,1534	169,445	73,219	136,945	55,1643	21,794	112,805	199,803	169,1336
125	118,1699	17,183	25,1295	187,1760	61,1379	119,146	74,1016	113,1169	83,825	73,845	15,1112
126	50,150	196,1033	45,216	56,867	62,917	118,1186	59,1384	59,1318	12,248	87,1161	120,1585
127	13,27	6,1441	178,1630	22,1164	165,1279	119,1322	105,1801	108,1525	3,849	108,1554	71,1240
128	45,617	25,1355	18,951	135,1730	81,127	24,1230	194,1339	152,967	178,1610	75,1596	66,839
129	65,885	31,1605	166,984	115,1062	5,1492	81,1130	111,609	164,1391	2,1421	110,1120	27,175
130	188,393	145,722	154,219	39,1625	194,885	194,993	15,760	33,1846	67,506	19,1582	94,431
131	92,540	29,1101	140,1448	119,736	12,1773	156,961	161,430	112,325	69,1079	172,314	61,425
132	177,756	191,1359	78,928	113,1224	35,762	87,1359	86,377	187,295	118,1061	5,1058	95,1577
133	61,1712	115,285	54,1015	73,74	185,1269	37,309	162,476	59,1511	127,1538	37,292	31,1401
134	77,267	75,1608	52,723	113,533	92,571	153,334	35,1063	77,1555	145,334	76,962	155,712
135	94,1563	19,1219	163,695	99,418	95,834	142,692	61,588	38,1852	162,1099	79,1585	12,1326
136	106,343	91,94	85,333	93,826	144,1475	34,231	19,305	19,1859	155,17	17,893	179,1744
137	136,580	184,506	186,327	42,1656	57,372	153,635	19,369	105,464	122,463	183,1300	126,126
138	188,723	188,85	93,1860	45,1820	54,763	164,1859	83,956	193,677	29,213	190,1661	36,360
139	29,831	178,861	180,1559	33,1736	24,1063	36,1820	98,474	1,1689	186,735	113,849	37,710
140	76,1186	14,1731	52,1122	70,1543	178,64	11,1672	155,832	137,1092	120,4	121,1092	195,1766
141	111,1078	64,787	112,702	153,521	133,361	139,1806	195,1393	61,894	126,225	185,1349	121,347
142	61,178	121,1173	88,273	160,1706	127,1639	195,663	146,439	91,438	49,208	179,1209	122,576
143	96,1176	124,1091	45,805	180,850	136,398	100,646	43,1724	167,138	117,1697	132,971	102,355
144	81,345	198,830	183,652	152,135	81,353	136,1574	52,537	84,1400	171,265	68,1690	176,769
145	146,214	64,926	49,1869	31,330	130,582	125,1548	14,1771	191,105	98,578	108,215	47,1619
146	108,1802	32,728	188,924	124,796	45,399	73,219	32,447	146,1460	16,1152	167,239	145,1061
147	172,1106	6,1796	33,45	50,902	106,527	76,1325	48,1843	130,440	37,783	2,1758	54,965
148	159,587	14,1201	82,903	72,1528	47,1632	128,908	126,1349	15,1584	64,362	28,798	198,134
149	158,1832	84,300	129,570	178,275	104,107	119,1728	129,1164	100,251	183,665	10,978	180,779
150	95,1431	139,1208	148,380	136,883	133,261	167,851	67,1804	23,980	52,133	115,1254	27,840
151	68,1170	83,1860	198,1809	92,1346	42,706	173,425	188,1157	8,1021	135,1241	93,74	124,1055
152	190,1315	5,1601	57,400	12,1705	113,1845	167,429	154,1606	65,464	47,1210	2,1553	138,105
153	158,1114	53,274	59,1068	63,1182	178,966	114,360	154,1350	148,181	80,497	17,1466	24,490
154	143,834	4,1349	163,400	124,76	111,1130	194,788	140,1389	92,708	41,478	49,1619	46,845
155	97,427	39,575	177,172	153,893	36,1530	110,1820	120,1497	140,829	3,1807	59,563	196,1235
156	125,1243	71,1050	119,439	51,874	10,1452	40,1811	156,1421	44,92	92,747	72,1713	55,694
157	26,1847	197,425	58,1122	38,347	107,10	68,1482	166,547	154,1452	196,1622	156,3	140,1202
158	180,1616	97,1361	128,1290	55,516	23,1759	86,751	137,732	195,1071	47,1106	77,1157	100,1793
159	48,445	140,1390	33,1266	121,1364	192,249	70,1433	149,1065	196,1614	29,1257	153,276	189,1489
160	14,851	27,1049	200,590	57,1454	196,640	160,1483	195,1352	97,1415	157,221	134,1192	95,1620
161	45,568	68,507	81,289	16,638	76,1602	183,1689	191,256	56,263	3,860	74,287	150,1020
162	128,1490	52,553	161,1713	152,1789	141,258	115,1084	106,1512	92,1632	99,109	136,216	75,800
163	195,1402	42,541	69,716	105,85	97,273	6,1304	151,1463	8,885	123,782	198,1596	20,1740
164	170,1717	158,1037	161,1178	30,597	139,629	165,1120	56,1718	10,1492	52,1815	111,333	62,17
165	83,1385	41,424	189,336	108,352	10,1640	33,618	25,1241	37,1411	195,1511	7,429	85,1620
166	68,1509	107,348	43,699	186,581	90,1073	172,273	184,293	9,64	183,339	111,510	162,1847
167	44,229	123,854	180,1424	92,802	104,1359	91,1256	31,1207	94,335	15,300	136,793	15,1650
168	22,1513	152,195	168,521	78,433	98,238	126,556	185,1870	99,1152	183,1033	52,1076	73,568
169	138,870	4,1297	13,1328	111,1770	41,1094	45,755	74,374	103,1119	154,1517	183,1373	58,1691
170	160,1104	4,349	46,1680	126,150	63,469	167,217	147,94	110,459	73,260	122,923	39,1707
171	163,1141	18,69	119,358	46,1027	101,1576	145,1638	84,1284	167,1449	92,728	177,1568	21,592
172	118,484	179,1682	169,1093	27,1246	118,8	66,1438	125,779	2,941	27,1302	182,21	19,1808
173	7,1280	111,1016	179,1776	126,1489	142,339	100,1323	2,1416	71,1339	85,475	61,961	131,472
174	47,132	122,1009	12,49	134,825	199,550	178,866	66,1705	158,1511	32,51	153,1204	92,341
175	114,1676	180,214	157,268	92,193	105,268	90,407	78,1175	11,886	173,85	128,1106	165,1423
176	61,1650	184,686	157,1770	44,1425	33,1835	152,263	71,1709	46,1485	178,219	146,1268	30,1122
177	114,265	25,447	134,1325	70,418	105,308	103,828	62,1858	71,605	33,939	112,1684	179,1143
178	166,831	194,1836	21,1748	107,442	136,175	40,204	141,252	34,1577	167,620	124,211	101,1349
179	88,36	198,1523	117,1414	134,923	129,903	98,1766	199,451	121,1126	64,1875	103,560	197,1684
180	52,1435	60,838	182,1387	193,1585	110,1467	8,630	7,923	187,1362	42,107	14,471	34,1064
181	17,605	147,771	194,363	1,724	134,730	199,1650	173,1284	45,180	142,680	48,1304	12,710
182	50,281	55,166	109,510	146,490	7,59	139,1174	5,893	105,395	41,1340	2,483	81,582
183	28,693	93,1429	200,338	200,1658	145,1151	47,971	174,1571	159,537	20,707	109,1069	82,1800
184	189,1466	159,530	156,335	123,824	160,835	84,1837	123,1690	33,9	67,1783	167,1731	57,1444
185	82,1197	188,1026	11,1410	127,263	24,1471	69,1647	120,1876	38,1366	102,864	30,1565	76,264
186	172,534	150,265	149,791	12,1097	133,1191	115,857	75,482	92,1332	139,1048	118,1815	112,1275
187	162,913	159,1848	177,1686	136,428	40,1194	28,1809	183,1004	25,434	127,1172	168,7	70,960
188	12,777	12,327	137,935	5,1326	114,1509	78,485	167,974	40,715	54,875	62,543	50,976
189	153,327	141,514	62,770	99,367	34,1247	43,1473	42,1506	65,1001	194,35	55,507	89,1454
190	172,878	169,142	3,1001	128,465	92,868	52,1646	141,1561	74,1356	1,683	181,670	62,159
191	199,1723	80,557	164,1822	195,585	108,32	182,1821	15,1218	55,406	82,24	130,1141	105,1226
192	171,976	195,1341	188,158	11,1837	189,789	45,226	13,763	73,643	37,187	134,1457	97,438
193	188,574	77,7	90,336	49,465	12,668	40,775	50,225	85,159	23,222	150,511	126,1030
194	167,395	11,844	166,1207	151,853	63,1242	138,198	138,194	78,1115	9,1298	80,515	172,374
195	97,551	127,1268	195,1431	129,1035	175,863	167,1356	171,98	54,1095	36,579	109,1827	72,117
196	19,1080	51,1823	160,1628	59,1820	14,615	117,210	179,1674	25,1157	88,535	119,1102	98,260
197	100,1428	11,192	144,398	22,1645	21,361	46,351	189,157	186,479	27,1187	55,1479	166,776
198	109,46	139,1660	136,1694	4,740	15,170	63,1653	21,1512	89,1636	38,591	102,914	61,1193
199	130,647	53,625	129,1861	164,1630	121,418	90,266	61,1184	174,1341	90,1480	154,164	190,1058
200	8,537	69,1585	178,1321	175,935	107,419	126,669	78,1650	180,713	192,364	192,103	84,811
