46	84,1418	109,742	12,155	199,610	5,663	199,170	169,716	183,874	76,1536
47	123,503	182,1153	44,798	106,652	195,361	189,449	71,175	142,1834	197,1081
48	47,155	88,491	123,440	92,728	103,1151	162,1069	98,873	157,1585	56,154
49	182,493	119,1208	100,1558	58,1628	25,1811	183,658	20,378	120,1428	31,1751
50	6,458	81,1034	131,1680	164,1164	91,1735	158,241	193,1041	126,1246	94,1015
51	47,791	35,1460	25,535	54,1327	130,336	163,1006	33,975	145,493	51,1299
52	168,1827	106,1223	20,135	64,275	93,243	37,761	93,886	5,1837	200,1480
53	116,175	23,617	149,805	60,1548	174,1639	52,1138	97,1190	152,1874	43,148
54	96,1036	31,1718	135,556	70,1837	98,1063	54,906	68,751	10,318	19,83
55	113,1010	106,911	120,920	160,1558	158,1304	74,1141	4,794	58,682	183,1108
56	193,1460	35,1489	159,1453	118,377	28,813	184,466	198,367	198,1545	34,765
57	126,1585	108,277	164,1702	14,925	46,456	129,1312	24,689	161,650	92,820
58	188,1571	182,1742	29,1837	150,708	116,38	155,471	176,1412	13,1365	191,164
59	14,1086	126,549	145,955	71,493	94,949	44,1442	109,148	132,1601	87,734
60	49,112	103,1138	58,141	132,898	52,1867	73,1178	139,1420	185,1823	5,455
61	135,80	46,1433	166,71	156,1016	109,608	136,1858	147,1567	65,1040	190,1333
62	43,1443	169,719	52,474	107,349	107,231	88,875	37,1632	35,705	97,744
63	31,1200	48,162	194,625	164,1092	153,54	140,1725	168,758	95,1759	156,574
64	12,1280	97,90	85,898	73,808	46,62	157,898	100,809	31,545	3,513
65	149,1782	121,942	63,19	37,1259	3,1261	32,1789	45,504	184,1301	150,729
66	159,683	185,882	168,1617	164,996	56,452	79,1780	27,1256	40,127	132,36
67	191,1213	158,1090	36,67	131,681	20,1712	164,256	98,1660	136,1005	4,1285
68	9,1868	113,846	153,240	99,1435	90,1122	77,1284	155,1844	11,47	169,596
69	88,1078	173,309	156,1648	196,1817	16,266	71,705	59,770	181,1375	7,1352
70	108,1469	101,896	156,482	123,624	107,1400	32,474	150,542	93,793	153,1594
71	110,1859	164,848	16,457	171,906	79,1227	43,749	21,631	74,1818	140,1739
72	4,1739	78,167	138,40	27,504	57,199	181,1305	186,1548	99,724	100,992
73	185,114	92,1115	23,1497	23,481	181,1507	197,726	53,865	56,1375	91,492
74	132,808	183,659	152,678	100,380	81,40	23,636	184,1317	86,920	147,1190
75	138,108	119,558	75,433	106,1460	196,533	116,792	47,501	59,877	107,1250
76	148,79	100,876	25,630	114,905	86,1613	112,591	185,1698	145,1829	66,1183
77	13,1174	36,150	117,1744	106,1729	128,1777	14,1009	26,422	10,111	137,1668
78	115,1433	194,870	62,126	149,1448	61,315	148,83	109,1126	184,198	72,874
79	191,940	32,1581	113,719	166,1428	194,1683	30,712	146,783	141,401	100,932
80	7,499	45,1436	196,1547	110,1163	3,1642	59,1114	108,1426	49,1754	26,231
81	20,1446	38,1309	59,844	90,1642	5,1349	58,148	58,881	21,159	159,1795
82	84,1514	23,1511	12,213	36,402	64,6	155,716	82,76	32,1866	168,940
83	199,886	117,1437	89,1264	30,133	18,886	38,383	2,1514	149,1779	139,666
84	4,1716	54,117	48,1755	193,600	162,675	139,1406	110,1101	140,1483	38,1670
85	28,1534	92,1331	70,328	100,676	156,1136	109,1437	177,575	35,688	74,14
86	39,107	194,1241	5,150	78,1445	36,1105	200,520	31,683	157,421	49,855
87	141,282	12,772	180,290	107,843	12,1134	125,1372	41,1349	84,18	60,1553
88	96,1663	167,514	118,965	42,290	6,1192	104,329	17,1805	118,1846	5,1645
89	8,1767	145,325	68,721	134,1124	146,1282	81,1574	197,1029	72,748	135,1455
90	24,428	153,707	24,1011	129,786	106,543	46,293	124,1575	51,599	47,1626
91	175,1324	186,610	33,1682	40,348	37,616	122,1254	117,1433	41,1369	53,1382
92	20,1245	175,1604	195,951	80,669	136,1104	87,243	125,1418	180,616	98,825
93	159,1084	180,1593	117,1379	63,546	5,720	41,423	197,1108	126,46	22,1644
94	192,571	76,1136	39,1831	156,1180	50,536	23,165	159,1783	85,1007	163,586
95	173,59	36,1861	154,759	189,1699	121,87	105,599	31,1164	19,1562	86,1427
96	64,1343	12,1818	180,1602	121,1535	98,42	198,879	35,1556	34,921	192,607
97	125,1398	114,447	157,595	91,426	156,1080	187,894	190,683	144,168	39,1188
98	130,3	175,1426	83,304	31,330	51,1619	2,201	165,1150	52,24	185,60
99	170,524	148,473	28,1201	159,1319	49,568	150,1872	80,1004	195,964	73,1044
100	78,672	64,1462	154,1808	91,1191	147,1704	76,1587	166,789	160,1641	107,826
101	81,1265	14,560	166,432	191,991	35,1253	135,1466	138,1311	138,1150	195,1157
102	186,285	195,535	72,1573	6,638	170,1357	84,242	85,1837	30,588	96,1815
103	158,1518	114,1585	136,1354	162,435	127,485	46,886	13,1621	102,1208	126,1864
104	188,1593	186,1652	199,848	124,509	13,1833	148,895	164,524	68,770	164,1042
105	73,72	68,413	33,1219	162,1094	172,1184	115,872	59,1121	36,761	106,88
106	50,929	4,274	15,292	80,183	6,257	77,1679	135,277	87,474	163,739
107	43,1168	110,148	5,1403	70,318	44,300	22,1078	40,542	118,165	195,930
108	53,824	9,517	169,543	104,1177	73,262	64,698	197,490	156,1620	125,1397
109	96,567	27,895	162,877	20,1608	57,1632	178,466	106,650	167,1810	110,1350
110	85,1100	118,413	86,820	147,470	143,1700	170,1444	78,420	111,588	18,1167
111	134,175	61,480	169,1481	15,1009	61,999	35,656	121,1737	61,759	134,866
112	140,468	102,944	125,1642	48,154	83,365	128,1655	17,1021	11,534	40,1856
113	38,1053	52,250	75,14	146,888	44,1265	27,972	108,726	88,777	178,1648
114	87,976	144,713	82,1467	197,1717	151,959	163,274	108,418	123,1042	174,1009
115	151,635	59,1016	33,791	129,1227	44,756	178,913	70,778	71,743	85,1114
116	163,497	144,984	125,1282	46,1168	176,352	159,842	36,125	101,642	16,1204
117	190,900	133,797	175,1244	68,885	14,442	122,1701	133,608	20,786	55,1195
118	178,1441	131,860	141,719	159,884	92,615	181,428	71,1794	86,525	195,1479
119	191,1607	190,977	176,1562	11,526	160,1829	119,1376	66,1320	114,384	100,1585
120	70,1216	56,1138	62,1419	147,312	152,1692	65,974	116,996	177,1426	172,1645
121	151,1518	79,1794	50,1447	191,805	188,200	164,533	148,1122	94,1326	9,629
122	95,1371	157,1344	85,1577	29,1044	29,375	57,1314	155,1672	56,98	96,192
123	189,1527	133,1562	92,1373	176,1354	79,1374	50,1089	159,495	182,826	138,863
124	107,945	16,1703	5,120	73,1558	7,423	123,1139	2,1408	49,1797	125,1415
125	122,926	160,1342	63,63	42,1245	76,680	164,1240	30,1351	140,68	114,262
126	13,230	155,1343	126,365	55,1059	31,1619	44,1265	112,1525	193,1350	66,937
127	91,1794	62,799	126,22	183,223	88,1272	129,428	161,1353	43,106	89,1261
128	159,1291	118,1033	63,499	55,1524	87,714	187,1654	49,550	9,1296	134,1547
129	8,375	73,1539	146,127	187,584	165,654	40,1050	84,328	16,281	58,1022
130	97,58	30,963	165,225	61,501	79,149	100,1620	197,387	135,1441	3,1087
131	125,1197	11,269	182,1610	103,814	92,354	32,1554	26,1800	169,1062	127,1343
132	164,17	114,4	169,1132	185,1137	94,613	34,1332	142,1127	86,985	67,266
133	195,764	120,236	183,1477	159,392	48,1420	180,1318	63,59	59,166	82,469
134	148,1067	105,588	182,213	196,641	84,1391	43,342	123,203	59,238	81,985
135	97,831	32,475	175,319	167,934	5,685	25,364	18,1004	10,556	165,675
136	106,31	51,1018	40,992	104,1010	19,1477	176,1802	10,1369	127,119	4,477
137	102,296	39,1439	72,1254	75,1369	23,561	24,1167	33,772	142,1724	185,1833
138	100,1592	100,2	46,1871	86,873	160,1487	31,70	148,530	67,773	61,753
139	142,1271	179,1796	139,1486	136,1145	36,380	200,181	150,1136	169,1694	143,557
140	134,191	124,1575	42,1273	147,854	140,359	78,1267	40,269	91,1139	16,1530
141	62,231	53,407	112,875	11,1772	22,584	178,1395	116,1238	150,462	150,1406
142	1,978	104,1367	174,329	146,1318	20,1460	160,912	85,296	141,1681	124,792
143	194,1567	14,824	192,323	156,899	114,53	73,336	176,606	133,390	194,1263
144	161,1497	141,65	146,226	164,838	159,1826	173,1554	151,791	21,565	92,1134
145	49,1760	103,535	50,108	119,1100	115,348	22,1855	16,633	1,181	27,826
146	61,438	51,900	3,1603	144,953	52,1395	35,319	124,1341	174,1273	92,941
147	19,223	87,151	3,556	76,1056	152,1546	197,1701	99,730	39,516	103,678
148	104,1503	127,575	191,1515	73,858	187,712	121,1612	13,1664	101,840	90,1595
149	138,572	143,989	117,808	163,113	48,732	120,998	169,1719	124,1761	83,46
150	31,1626	15,1429	139,1720	28,427	123,1121	172,168	161,264	103,285	146,548
151	118,539	89,1174	67,1433	23,1771	14,112	88,1257	88,1519	39,662	60,864
152	99,561	115,1475	22,1574	44,493	45,386	21,938	141,456	17,1711	27,1803
153	166,1321	80,1160	137,1825	135,157	114,1019	42,1829	79,548	14,102	104,341
154	157,508	22,1422	174,704	89,1233	19,1692	15,1818	141,216	53,1698	186,456
155	117,1108	19,534	151,247	53,1348	27,849	169,1594	153,1295	39,1127	143,630
156	170,642	72,1069	128,724	197,832	26,964	199,1411	190,295	83,674	186,619
157	55,1483	75,721	54,1286	39,241	139,506	148,863	108,318	65,1190	83,1446
158	143,1427	134,1096	152,556	86,660	184,862	53,1189	145,494	127,106	165,568
159	64,1158	34,716	154,1187	189,751	25,484	84,1022	193,543	188,1534	47,832
160	22,1553	3,1195	181,983	37,689	95,103	39,1524	87,181	48,1412	189,1467
161	159,189	100,931	150,1505	162,598	134,658	31,836	109,1106	5,1513	167,461
162	139,246	117,1645	54,1563	27,692	65,1664	70,1202	30,748	61,1474	89,1093
163	122,609	106,126	70,707	12,494	44,1662	180,29	33,1218	190,334	47,1814
164	17,1865	71,36	23,1290	153,1208	6,1161	188,686	92,1494	120,1726	145,1338
165	43,1763	93,1751	130,1732	6,1296	46,798	81,6	200,380	178,840	130,1694
166	96,1675	55,1746	6,309	77,805	123,113	76,740	100,1869	61,1860	32,1593
167	168,387	76,1512	94,1814	38,1534	56,604	51,898	80,834	44,1064	140,1485
168	175,233	38,1799	151,89	148,348	14,292	37,28	42,1493	3,1820	171,1519
169	28,971	162,1627	184,85	185,1753	190,1767	155,791	85,1348	4,352	56,154
170	18,49	196,536	3,1822	157,1126	71,1297	22,935	70,1378	177,203	96,1813
171	98,725	5,974	27,1034	185,516	138,751	87,451	179,1597	172,211	184,1227
172	69,751	114,1793	28,401	162,1617	6,882	175,1302	91,1091	167,137	44,793
173	176,1090	136,1025	40,784	76,249	47,1201	155,235	66,497	105,511	123,424
174	172,1315	93,1052	186,1450	146,224	185,1338	131,660	37,413	158,732	31,1633
175	154,1539	142,1057	48,1822	176,151	7,1534	105,1075	187,965	142,1565	51,399
176	134,780	122,115	177,1654	140,1622	66,1417	67,335	47,733	61,1775	117,1240
177	41,822	148,1723	38,674	8,1711	82,1579	152,1823	116,522	30,1060	173,1106
178	55,23	62,1070	4,1076	2,1461	112,220	132,1377	136,1127	12,726	94,838
179	125,796	106,58	125,1598	143,1792	108,1563	167,1564	144,288	56,210	106,1752
180	197,912	194,1077	58,1593	111,891	51,1184	194,1172	129,987	47,1768	168,1803
181	107,110	155,421	10,462	61,914	152,375	63,439	18,854	192,547	92,1727
182	109,919	81,758	164,1419	60,1263	122,923	67,702	197,777	20,653	153,505
183	108,1691	104,794	197,311	188,505	26,427	179,959	116,1629	22,1320	134,1141
184	176,635	66,954	53,287	181,977	94,266	77,1137	5,1081	10,1419	79,1510
185	55,715	45,1084	92,1728	179,798	133,136	150,1404	189,1339	65,342	101,996
186	159,23	102,523	193,116	55,335	74,1390	74,1222	140,492	11,1539	50,1129
187	161,1444	88,80	101,1698	90,456	177,879	31,25	200,830	136,571	128,991
188	164,823	127,832	25,1019	170,318	189,1013	55,330	176,517	83,1284	116,878
189	40,1520	86,1649	141,898	84,1860	74,1371	8,109	193,1206	129,1856	97,889
190	69,1812	150,637	91,1623	133,883	76,1146	173,1647	199,1730	107,1021	17,1072
191	60,95	55,391	41,956	150,604	138,111	77,76	34,1239	47,461	151,1381
192	77,623	117,516	47,1324	65,772	137,1160	18,1259	10,124	182,1647	80,1238
193	190,1250	37,794	20,1110	49,667	189,986	62,1676	150,385	196,1833	174,858
194	78,1376	6,1223	138,605	137,844	87,633	115,478	1,1829	140,921	170,1556
195	72,1337	71,126	84,368	157,522	97,698	73,786	192,493	173,1328	47,1125
196	91,1386	91,946	172,168	47,272	195,51	61,66	103,723	58,294	46,317
197	133,640	45,777	154,1148	111,746	159,209	185,960	174,379	184,1809	28,53
198	159,1333	177,993	169,1660	104,463	108,959	47,1312	118,1237	97,685	56,1464
199	143,214	51,1272	182,225	112,1579	189,246	133,1734	39,1283	68,186	114,718
200	44,1605	200,961	179,1399	172,1728	139,552	133,1267	42,608	182,531	13,1385
