32	153,1657	72,1684	15,561	111,284	156,489	126,59	197,1736	29,1778	95,761	125,1052	35,292	115,1599
33	154,1452	184,882	36,1151	181,790	139,724	158,1365	156,1851	74,1432	105,1029	66,591	156,1378	66,304
34	109,1313	32,1797	131,1571	39,683	171,313	119,239	141,1048	6,1759	183,415	124,1069	150,1200	169,684
35	49,203	11,615	171,415	193,1005	158,182	15,51	155,1401	130,770	194,1011	146,232	25,926	177,1279
36	85,55	29,63	29,1418	15,1209	99,216	89,1673	100,1234	32,376	23,16	125,1632	186,195	49,54
37	47,1646	191,1254	95,672	15,1276	23,202	124,50	129,25	78,1853	118,1557	4,214	2,1750	140,1342
38	196,398	14,340	107,668	78,1120	106,1437	184,370	107,99	43,190	160,560	45,1310	149,1593	2,47
39	158,397	61,1827	173,671	82,1234	59,1743	121,1285	153,369	55,1270	55,564	115,888	122,1413	108,715
40	50,423	151,954	66,1734	198,646	176,727	129,1422	158,1382	141,1515	119,1301	136,903	76,743	172,383
41	66,641	74,1132	124,477	10,1389	58,322	108,73	89,684	61,1756	196,527	166,557	27,948	91,1112
42	34,206	11,1507	81,700	121,209	86,134	10,433	102,1369	37,1472	121,1255	42,1509	183,1635	56,68
43	94,1156	25,859	86,635	53,1020	160,22	166,768	174,344	67,172	84,657	198,1393	38,1295	107,1622
44	98,737	178,966	172,1741	73,185	27,697	7,29	189,1206	163,1683	69,1346	175,1334	152,887	195,911
45	133,852	156,1837	41,429	111,1489	95,1865	107,1865	189,1294	8,1679	141,827	50,1052	77,1061	165,281
46	54,1696	181,799	128,1802	113,1337	26,1220	165,1658	91,158	94,771	146,40	42,940	149,334	134,1486
47	114,140	109,1869	107,795	20,1077	41,1812	57,996	150,446	198,338	108,232	147,494	47,1356	172,6
48	26,1015	65,384	169,1637	70,963	10,410	11,1083	66,1423	75,1247	56,422	139,1050	9,1376	68,930
49	186,610	136,560	16,1439	117,1103	67,1448	196,770	161,1548	27,1436	135,847	17,1557	130,698	155,1739
50	100,919	9,204	88,246	142,20	134,1151	105,393	118,1189	167,950	181,1489	47,1347	176,80	31,1020
51	15,390	65,430	28,1603	89,1840	97,1145	147,80	92,869	45,1611	52,655	148,1555	133,993	70,384
52	137,1510	108,1032	142,1376	74,1646	146,1134	73,287	173,1621	71,302	194,1257	29,1663	107,1173	111,516
53	188,713	160,972	97,553	75,1581	52,12	178,101	120,1272	160,1362	105,266	29,1498	43,1346	136,496
54	40,1064	36,1289	24,898	78,631	125,1509	134,145	200,89	165,379	160,1626	171,453	147,1540	153,1553
55	162,247	185,907	43,936	118,916	195,1465	62,1591	15,1003	56,85	28,1791	152,824	161,680	66,1771
56	173,656	177,272	179,1277	107,916	147,1101	182,1307	87,340	87,326	32,1446	130,133	112,713	142,334
57	172,492	25,822	55,768	151,456	177,200	146,887	167,1064	98,351	166,853	8,1036	49,1183	186,161
58	187,1569	66,1680	168,1111	10,1389	164,1616	160,562	161,384	138,723	171,502	124,1564	54,1598	92,1466
59	85,1098	42,433	33,1536	74,607	164,935	19,515	117,1861	148,218	58,1839	142,505	198,466	101,1027
60	74,873	161,1847	53,24	99,399	99,217	138,1797	46,885	28,1421	127,1798	108,1156	90,610	139,1275
61	149,1608	123,1629	43,990	193,948	43,190	144,173	64,658	52,1373	95,1087	69,704	67,121	47,1645
62	132,1416	66,606	128,1156	187,252	95,346	192,578	93,453	69,1154	159,1	75,971	121,15	33,1533
63	108,683	137,717	199,1382	4,621	86,1700	78,500	146,1553	50,774	178,1470	66,781	176,1800	50,595
64	108,1291	199,517	69,1371	132,350	102,527	62,1296	153,1529	83,1721	77,585	58,1245	113,1263	171,855
65	29,323	49,1121	7,95	38,1609	159,1574	6,1459	26,62	156,1218	7,248	144,23	43,1799	6,1451
66	19,343	191,255	136,1408	101,1466	146,1408	15,655	197,112	67,708	4,1336	156,1796	182,395	19,631
67	133,115	101,422	44,1162	146,288	28,1334	163,1270	165,1227	94,816	165,1036	42,519	32,409	44,1363
68	38,1661	54,1776	16,302	191,632	85,1776	105,634	125,358	155,1341	192,1556	184,211	162,1703	25,1171
69	121,299	100,520	77,1025	105,1624	85,1429	29,1045	123,273	49,1229	56,1309	29,1625	149,1872	197,1220
70	46,117	179,919	48,880	177,912	53,177	66,456	177,40	155,759	12,107	157,1867	81,650	59,435
71	130,37	200,742	9,1626	174,1268	120,1285	145,619	164,311	156,1353	110,1371	194,14	6,1550	103,1473
72	33,1271	24,599	135,1280	62,494	67,177	53,372	62,1348	154,611	14,601	186,879	131,1672	70,503
73	15,317	124,1224	50,194	144,1298	184,320	25,689	58,836	75,925	10,215	181,146	167,1140	87,621
74	125,1423	10,199	56,1360	50,1683	150,1673	35,1538	123,1822	75,1793	24,1066	182,597	127,1677	87,71
75	95,910	27,405	25,1363	65,1236	74,473	6,1817	12,534	138,178	17,1802	17,835	11,1777	134,851
76	67,1009	99,1515	4,696	179,1077	12,908	123,1724	70,1304	5,1340	50,506	143,617	193,380	43,1062
77	6,739	42,1196	51,324	109,1527	49,122	70,1104	113,131	32,540	158,922	65,579	118,1708	26,1713
78	78,1612	60,274	142,109	10,763	50,358	151,607	1,890	14,690	127,556	81,1758	176,1816	177,1192
79	179,1277	137,1759	97,1324	140,187	8,1176	80,114	68,1114	62,1533	105,481	43,415	161,1201	118,1285
80	19,366	14,1647	61,316	192,662	97,1405	80,1063	22,201	162,327	173,391	153,560	153,86	45,711
81	70,154	27,1372	84,1628	77,1744	128,567	28,192	156,1218	65,681	68,1569	73,796	183,1440	171,1608
82	110,496	101,693	50,1794	151,672	115,1682	118,1817	161,1671	29,1167	109,805	66,171	136,1272	121,190
83	120,290	34,1513	143,281	131,681	39,773	43,1421	184,1148	50,1835	195,322	139,1680	182,649	43,17
84	65,519	45,1411	125,850	45,396	180,651	197,1055	131,1835	3,603	189,144	69,208	137,1325	130,1209
85	35,579	56,753	30,1054	135,524	167,1520	50,1440	61,1799	135,1139	99,1209	165,255	159,498	6,1201
86	197,797	111,1349	119,910	129,1715	102,1736	120,757	87,218	89,315	121,1568	122,516	47,793	4,979
87	133,1638	74,124	144,153	142,1790	111,1682	197,1567	53,1505	28,487	132,1541	169,282	119,1528	149,1780
88	119,1789	81,438	182,523	117,1542	35,1281	42,1798	50,335	55,1000	193,883	53,1796	186,877	139,58
89	184,796	176,1583	32,29	187,886	146,514	101,1644	96,1784	111,741	197,982	193,1376	22,1399	115,975
90	118,722	71,516	124,1441	15,1	78,870	114,1399	110,1279	63,79	30,1376	26,284	59,788	28,843
91	19,1188	164,555	118,644	168,908	146,59	40,787	169,84	102,225	102,1052	167,1534	111,936	99,1346
92	42,519	79,90	166,163	109,92	37,1282	105,524	25,1255	169,1126	39,164	8,1259	90,535	176,1176
93	6,16	160,188	171,631	78,1529	29,616	12,608	81,1300	61,1868	17,1493	55,534	123,468	44,152
94	166,1676	88,1160	152,728	56,608	114,1236	114,508	79,1866	86,413	67,1203	34,932	142,1434	185,777
95	143,368	113,615	156,1864	123,164	109,16	76,1763	116,1566	105,1442	187,1455	44,820	153,42	179,1680
96	130,1026	48,652	169,837	157,1192	27,752	121,1683	31,1438	23,1185	83,985	38,145	40,1527	141,115
97	139,1694	115,198	112,949	73,595	179,774	185,431	160,1454	18,1711	127,346	200,255	98,1699	146,22
98	196,119	183,1306	1,1101	22,1740	11,1691	114,1124	27,1328	49,1080	112,860	155,1339	180,708	181,1277
99	64,272	159,1686	83,1171	116,1362	86,831	96,227	130,58	95,1874	44,169	16,1104	142,647	88,828
100	97,1099	91,971	64,392	78,265	86,1577	59,1384	67,1336	18,1259	26,1094	83,213	54,1270	98,679
101	131,570	177,914	44,803	117,1677	125,1791	45,445	54,1299	164,1235	6,152	55,1109	79,1872	186,133
102	54,1097	170,795	99,1732	64,760	45,1853	80,264	43,470	10,1821	24,201	52,649	98,1763	58,1321
103	45,260	14,798	150,1760	63,107	26,1389	110,1403	126,258	153,291	28,1027	79,1581	163,1522	48,1244
104	182,1087	109,1173	183,324	182,711	103,1418	149,411	169,846	131,1358	190,1611	65,1687	58,1686	135,1017
105	187,1297	21,789	141,1548	74,1406	88,1615	78,1098	146,1160	196,912	87,1043	127,1069	93,255	7,1793
106	48,762	71,328	60,381	192,227	12,1838	20,1515	63,905	152,128	35,1146	140,1418	198,1759	35,1746
107	116,1063	113,1839	80,898	79,1323	120,10	63,1544	163,1003	143,1844	149,1026	76,1807	153,679	42,539
108	92,378	178,1041	184,1553	118,1126	117,917	80,1259	199,1051	49,1843	78,1	158,620	151,1734	44,1517
109	61,1556	26,1776	168,1328	99,638	101,1595	200,623	125,188	178,1818	186,976	108,1335	74,1331	24,1507
110	189,1160	51,1052	95,411	62,1514	115,383	195,632	148,575	191,1401	122,1483	164,510	105,821	91,335
111	65,1440	47,1044	40,19	87,1357	184,995	152,1284	31,1277	161,582	142,719	86,1855	60,553	110,1747
112	145,1742	154,1612	7,648	73,1658	34,555	147,1133	110,449	60,224	45,1581	26,1127	96,314	7,846
113	165,956	82,631	23,142	68,1740	22,1873	155,1755	181,213	117,1134	13,784	80,345	145,819	190,47
114	131,367	156,1155	87,1109	77,1668	49,201	139,491	190,450	64,629	90,1816	90,244	106,1518	104,1424
115	183,1149	148,879	44,667	188,204	158,17	149,1238	13,301	61,384	124,1634	6,1056	83,1524	32,1311
116	82,748	12,492	194,1676	22,1430	119,1058	194,961	42,292	124,1298	79,1756	95,1096	125,373	123,983
117	100,1036	165,1246	64,1870	12,821	15,114	175,836	188,640	61,715	53,700	8,1517	178,928	200,1295
118	117,688	17,1141	129,520	169,1343	182,1462	19,1005	5,378	58,1425	173,1688	43,378	4,378	160,781
119	191,375	25,1417	103,32	139,1666	35,1783	37,846	33,1053	68,429	116,62	48,456	75,45	159,955
120	87,1768	63,829	171,943	135,681	43,1828	19,234	171,1613	119,384	68,1701	51,1417	163,1543	94,1716
121	78,195	20,337	25,1405	60,976	115,345	92,1219	121,989	73,908	38,1174	178,1337	99,1213	40,1413
122	43,976	172,261	99,1813	50,1857	177,1143	67,15	92,576	36,753	132,322	97,698	50,89	170,1133
123	171,477	32,1831	143,741	183,661	182,1049	102,1274	100,1404	62,1563	6,1378	39,124	59,1376	136,224
124	41,673	179,830	142,486	76,1011	57,743	117,1006	190,343	195,1128	52,513	117,311	142,1309	5,643
125	41,1388	30,913	167,1849	64,1770	55,125	129,64	167,713	171,1465	54,1822	47,541	163,712	97,1382
126	68,426	170,108	30,711	18,1723	72,797	9,46	142,190	84,96	81,1463	53,1438	89,502	54,1024
127	98,516	42,102	194,1401	35,1345	170,1501	56,32	194,1742	83,104	200,1488	109,601	138,68	44,931
128	147,920	97,316	121,1215	114,282	11,660	30,55	100,276	59,21	181,1462	155,1018	12,945	183,1333
129	86,693	79,20	27,697	138,804	17,68	45,1635	84,564	129,1004	15,902	147,1828	37,394	149,1676
130	131,1724	41,657	139,486	36,1703	121,560	84,574	102,1685	67,608	97,1630	41,399	35,1458	39,659
131	172,902	38,1290	29,14	67,742	90,1750	192,389	102,637	67,178	82,565	108,557	53,1451	36,724
132	41,240	166,758	170,554	185,799	133,970	172,847	72,527	75,459	116,1836	157,548	152,1722	16,1481
133	68,393	161,12	182,10	139,1005	127,1348	30,1480	156,84	17,781	144,415	20,991	76,1141	89,1020
134	143,249	111,1003	121,1569	172,1276	16,1476	79,924	84,1540	158,1670	16,758	51,583	131,1102	140,54
135	104,682	142,841	30,1090	172,219	112,390	72,310	94,179	46,999	64,685	15,167	78,865	52,1185
136	135,681	194,1770	25,1559	137,993	154,1394	119,1765	90,938	89,219	19,110	57,958	140,1585	13,1622
137	101,504	89,432	185,591	175,1788	74,1852	176,1502	84,1467	153,358	118,750	143,1876	38,365	5,1533
138	156,1387	126,1439	100,1717	78,578	127,1734	51,1211	140,320	146,1339	197,1466	114,1239	122,1555	173,1146
139	164,522	61,1706	45,1791	140,483	71,761	129,440	87,416	21,1132	38,1593	136,341	32,1564	141,785
140	30,1445	163,1070	192,1840	134,1544	41,1675	192,872	139,1616	78,95	22,968	135,1263	126,1714	196,1495
141	27,279	20,310	31,1363	56,615	173,865	22,1241	39,431	10,1873	117,1054	194,5	109,283	179,734
142	43,568	41,422	14,509	190,240	58,815	158,1677	5,657	86,1583	11,323	116,1320	108,572	40,1539
143	78,452	103,1294	73,1580	5,1184	156,420	75,336	188,1713	159,533	35,341	68,1845	131,1658	137,612
144	113,1121	178,1606	138,1688	108,1014	58,777	105,940	61,1526	153,1225	99,1580	15,1807	6,391	85,1038
145	76,105	188,210	26,1470	15,413	148,1019	64,1503	174,869	22,1300	135,383	103,17	160,349	112,1188
146	23,724	92,819	154,565	57,1753	71,1015	174,803	145,1826	159,1289	156,1329	71,817	140,1061	73,1533
147	159,1319	139,1236	87,1636	121,511	77,306	2,970	103,1096	17,1218	10,1413	113,1570	158,912	32,754
148	28,1548	135,1158	111,1736	162,1800	156,880	165,1139	53,1176	118,460	10,196	199,495	96,615	25,453
149	65,176	149,445	169,93	198,1638	172,1602	155,1455	162,638	95,659	183,654	75,107	184,1772	51,337
150	19,1715	22,1065	108,1635	152,899	42,753	146,535	112,506	176,663	57,804	108,1088	160,535	184,1552
151	139,828	91,128	116,1698	62,266	140,1509	86,862	198,1260	64,1599	139,77	61,1225	5,1350	150,730
152	108,877	166,121	147,1238	74,1718	33,1533	106,1296	58,1157	124,1676	10,1379	143,317	45,412	119,92
153	112,1366	161,746	200,661	92,1320	140,1852	176,713	139,597	181,120	85,113	162,1392	60,251	184,1801
154	4,125	13,1551	65,1618	46,1382	59,1713	39,1379	149,518	90,1809	21,1437	142,1721	15,1598	14,193
155	58,237	155,1695	143,722	34,1616	42,1201	70,913	98,570	129,872	69,1303	64,893	172,631	70,1512
156	147,1779	138,158	159,1195	14,1058	103,53	130,596	186,1221	155,1844	7,1861	17,3	187,325	198,813
157	101,1662	106,1180	79,571	86,696	195,925	82,676	26,1468	141,1774	6,68	109,1633	73,1405	57,449
158	43,1448	122,530	79,1637	26,1440	145,1404	141,169	54,1258	41,1345	22,1719	113,1793	4,1023	88,227
159	91,1117	68,140	77,520	160,1145	11,1824	186,1156	182,946	99,1346	48,744	12,1510	177,260	108,907
160	35,1532	58,212	140,1829	90,1253	101,995	16,405	5,1582	92,88	105,272	27,313	113,405	169,1734
161	140,1621	2,836	143,1278	175,1772	138,1741	46,1277	155,1672	94,1519	33,645	1,451	65,233	46,745
162	186,27	77,1500	178,1270	199,688	164,458	28,304	74,350	59,495	28,616	159,1298	21,779	29,117
163	18,633	36,1200	106,1508	42,1046	83,1347	118,74	169,509	63,781	137,1729	124,85	195,87	113,215
164	163,1178	69,699	73,1379	152,329	43,1673	59,954	68,169	41,589	189,377	95,1102	136,1546	183,583
165	23,130	187,396	66,606	140,576	31,196	52,272	62,238	14,602	49,719	45,1102	120,1283	170,977
166	68,135	177,1212	20,1399	87,616	105,1866	44,466	174,1680	82,914	43,185	122,1371	51,395	188,1068
167	144,803	138,1782	140,326	105,573	88,1729	168,1695	172,1064	142,1788	171,305	185,579	67,1627	158,260
168	150,1529	143,165	92,1853	33,579	195,340	128,623	104,919	163,1106	145,9	176,1301	170,1294	152,462
169	197,184	85,828	192,1853	118,891	3,1366	137,196	84,508	191,1245	19,984	13,875	40,640	59,1168
170	99,1828	150,1533	125,1455	189,1637	106,1558	154,1043	24,461	157,1407	170,676	24,801	133,1744	131,1663
171	192,1449	24,1403	91,1196	169,599	73,759	118,463	117,578	58,1016	105,1759	128,97	94,1168	88,1759
172	13,1615	68,1521	67,1506	118,1603	87,1180	137,795	167,765	50,555	56,1069	87,1225	49,1086	130,1445
173	97,580	142,1549	161,1640	18,886	60,743	176,1233	182,936	53,1514	71,9	59,886	179,1497	144,1536
174	146,1552	187,1324	35,535	102,1393	114,1364	27,1503	189,311	139,61	9,790	12,413	42,1238	190,483
175	33,140	18,392	154,1000	199,569	117,276	193,386	123,701	156,1640	177,1287	22,267	7,1050	137,84
176	105,670	121,1603	166,1482	63,1397	113,1471	79,378	157,1695	58,1542	35,1143	152,687	44,67	97,1554
177	96,771	150,50	195,417	162,941	127,1636	65,1355	133,1272	194,254	1,198	1,1468	122,885	184,1048
178	184,803	69,139	106,652	123,410	148,1560	28,721	194,1869	21,862	112,1733	191,113	47,1550	151,541
179	165,903	106,1401	31,253	17,191	11,1213	90,1835	78,1458	62,1389	4,318	186,155	76,1762	104,223
180	87,1114	47,230	39,698	154,615	178,1407	90,1480	3,230	186,1381	56,663	70,227	26,469	129,270
181	141,1484	158,21	42,203	89,1275	145,1753	144,1533	166,1502	56,1005	112,315	197,172	199,1436	22,884
182	156,923	147,1483	157,990	31,1379	139,1015	76,920	154,1745	4,1233	153,728	53,904	88,79	130,569
183	142,544	66,449	80,1305	157,924	135,371	136,1466	97,582	101,286	19,601	138,949	169,1261	185,372
184	105,1293	129,926	141,154	84,309	129,1569	59,446	142,1354	81,1684	193,1380	55,465	199,1687	51,345
185	75,817	181,1291	159,829	65,417	177,225	71,101	30,166	189,1731	143,446	79,1000	179,976	4,1491
186	75,133	198,760	100,1690	82,69	92,1344	62,1862	108,91	95,1742	165,1386	51,715	142,1620	38,867
187	172,852	82,832	95,327	62,1553	88,1362	98,857	122,763	144,1662	53,586	38,972	177,1488	167,1871
188	28,1733	109,483	140,1563	193,1596	194,410	148,1072	71,1616	109,247	175,1286	25,684	155,36	111,360
189	98,38	54,1033	156,1692	129,1002	20,583	83,554	39,704	89,985	114,1083	31,337	149,315	86,26
190	151,822	182,1644	54,756	136,819	145,185	159,201	64,1309	72,753	75,1540	91,725	40,1178	62,538
191	25,205	157,1806	198,1348	32,1185	168,1057	199,1384	184,741	75,1448	92,1649	197,1122	105,1251	30,505
192	63,696	70,1617	132,1190	65,180	168,1032	191,1521	140,1429	136,678	93,1817	77,602	154,1211	9,1318
193	113,598	96,1068	89,1070	192,410	148,1546	71,1187	124,863	8,1706	194,1826	134,1594	78,1566	12,549
194	143,1558	11,1347	54,1803	143,1794	102,502	200,123	64,41	200,1453	64,305	133,480	53,286	111,500
195	104,803	59,1736	3,70	154,273	191,1345	190,243	131,1795	44,1446	113,1159	101,1776	101,763	178,642
196	169,518	89,1582	107,1298	158,852	144,1186	43,1290	144,445	60,856	104,8	198,1813	74,1465	199,99
197	146,616	32,286	140,1548	52,435	182,893	72,736	51,1472	98,89	169,359	64,1144	166,589	16,276
198	32,1777	79,938	152,185	73,1578	164,1502	49,984	122,784	78,193	47,1362	54,729	155,1511	4,322
199	197,1145	126,59	136,81	137,927	38,564	63,1373	112,123	116,460	192,773	169,715	195,1840	91,609
200	172,872	143,388	178,437	13,1292	17,1552	16,1836	116,124	123,628	157,1871	112,660	102,561	81,1367
