15	173,5353	123,6628	109,11248	176,4761	126,11777	185,2261	84,5975	149,3987	133,4638	73,11111	41,8893	117,11882	48,2348	100,9738	153,5508	135,3	112,5674	96,11712	82,6438	191,8115	2,4018	46,2711	58,1176	143,9031	103,4684	65,2649	66,3070	79,2995	45,3227	14,2405	200,1066	88,7784
16	50,8688	177,2203	60,8853	37,3086	38,2342	106,12041	48,5646	146,9712	56,1809	99,6606	123,11671	17,7199	33,7775	166,10272	146,8372	41,7193	167,9125	81,324	150,3928	97,7303	120,7636	105,7955	67,2885	133,8967	155,9085	93,12176	136,11896	198,3376	106,4210	112,609	60,9283	145,12294
17	22,7031	35,1547	137,780	186,898	172,772	162,2372	25,12218	145,2100	51,12320	95,5440	36,2099	33,8954	197,2395	70,11661	157,1112	101,6939	168,6447	80,306	135,709	67,1694	103,9184	61,9014	74,5277	27,8384	56,6476	94,5309	120,6784	153,4068	131,11446	158,1768	47,10660	166,5742
18	69,6962	138,10744	169,3628	164,10	99,10886	161,4715	77,9498	100,3907	112,243	200,1154	105,7188	200,10391	140,9135	10,8959	34,12326	146,10283	35,3008	8,10365	149,3925	105,9200	2,7893	197,953	199,311	118,3687	20,11469	56,2375	128,12015	133,7248	9,5208	13,4456	109,1750	180,3982
19	132,1575	57,6113	85,10271	87,4390	133,9479	191,4322	56,3963	136,9200	46,1231	60,7233	87,1770	8,8208	97,7411	177,1144	30,9106	182,5200	101,9215	173,1788	138,12085	195,10514	78,8493	55,8119	114,6825	135,11662	15,9023	67,9916	191,2900	161,1355	136,1591	153,11452	129,6251	192,1057
20	174,5130	88,9210	200,10528	144,10414	32,9734	103,5833	5,11169	60,11733	83,976	191,11701	94,378	12,8213	105,853	164,1356	97,12209	161,3407	112,9781	139,7877	181,7378	39,1878	98,10378	41,8505	148,12335	198,676	132,1540	118,7974	84,867	89,9396	144,11126	85,1065	106,7506	178,1342
21	184,11986	46,763	3,7959	116,11526	197,5172	128,2955	8,5517	187,5872	143,1162	63,8900	4,8161	34,5261	186,11488	74,2159	38,6250	85,10288	75,2977	68,2514	182,631	65,1923	73,9582	107,4104	100,7402	136,5250	124,848	133,5649	15,6601	52,11557	53,5668	15,3319	92,5568	126,2203
22	10,2500	164,8366	173,5129	181,10111	23,5789	109,8060	188,10824	32,7633	139,8824	155,4443	155,11363	99,312	5,2914	48,6752	63,8725	144,8283	42,7471	56,7019	8,6499	173,9776	53,5919	85,1569	136,5092	17,10640	130,9303	133,6358	198,6606	9,2942	180,11346	128,2778	143,3818	36,5535
23	23,5184	195,9151	100,240	8,9884	101,10826	185,11671	64,4248	3,5831	163,1155	133,6579	19,7867	196,8076	199,8703	45,4245	188,2701	146,4434	17,6906	129,9503	137,654	85,9017	151,12160	108,5437	131,3932	114,8750	82,419	106,9232	7,5840	106,3010	69,12078	47,6999	107,1899	138,4077
24	22,10630	17,7911	159,129	50,4791	196,6703	56,2727	150,3433	46,8919	182,12116	7,9281	64,1785	181,310	89,11302	88,1992	105,2786	7,6830	154,2842	187,11598	54,10549	27,4212	23,9696	199,10813	193,3740	139,7201	154,4375	186,7192	147,7929	117,6386	70,7814	99,6349	99,1445	36,3511
25	26,1134	95,8135	179,449	183,1737	98,8272	1,4012	29,8546	49,7388	3,1693	12,4048	89,2088	34,7082	37,2034	166,5081	99,6563	118,7615	154,9782	190,10577	6,532	193,9805	100,6734	154,3433	38,10820	94,9635	122,4457	183,4314	43,551	127,2752	48,4872	192,6702	10,3467	135,9527
26	35,6583	154,1522	27,8445	156,4100	60,503	10,3967	56,5371	197,3707	1,1758	38,7786	59,10078	51,6552	145,6413	19,9910	116,6282	163,10377	177,7434	186,9462	122,6986	116,12031	34,1498	194,7095	187,10869	61,1105	74,6382	192,5936	81,2097	107,491	102,8349	22,3865	177,1773	37,7797
27	174,5291	154,7899	169,889	109,3359	120,4760	187,4380	113,1954	172,6521	42,9802	132,4534	24,9757	133,4419	5,11784	157,2570	140,3282	69,8429	25,2760	21,7285	191,7676	49,1169	79,12243	184,2012	118,576	5,10198	160,5162	177,5993	29,5025	159,2110	131,1373	168,7923	111,1311	165,12271
28	87,5951	33,6707	26,2700	6,895	9,9936	153,1565	134,538	15,11777	161,3767	163,1770	147,3905	33,6891	4,490	182,6597	156,5368	113,7901	187,8837	79,11943	112,6980	20,10898	179,5834	154,2068	86,7623	67,8889	133,10369	17,12017	3,1730	170,1974	159,3404	13,662	40,10510	149,5925
29	136,11736	16,7785	64,9958	128,4686	198,8960	69,8305	68,1401	62,8806	11,11862	55,3782	136,10902	173,2129	28,7315	169,8347	90,5341	198,9811	64,9584	125,9994	19,3333	150,5133	111,3897	170,5225	158,7082	199,3439	145,6232	110,12047	97,8877	174,4969	26,3817	165,7636	39,5180	120,7916
30	51,10556	95,10521	63,11973	168,1415	58,10169	17,2045	170,1520	24,5947	160,9096	49,3904	124,11077	118,1823	123,9081	96,4097	7,9147	164,4690	103,11501	190,11981	100,4284	185,10327	54,8585	155,7535	182,8156	188,5369	169,1826	182,322	91,4248	164,6691	16,6849	93,7900	52,11400	52,2432
31	76,4955	94,2448	49,3532	141,10585	140,7744	47,7275	102,1130	95,12242	17,8634	7,4180	4,11816	106,7245	8,1948	196,2468	13,149	103,3771	87,7179	105,6883	167,3556	195,5153	55,4401	114,2020	144,9110	168,9961	142,9624	60,10218	144,5516	145,5761	72,8125	86,8207	140,8113	58,10510
32	103,7720	125,438	187,3716	71,2370	36,637	187,8920	21,4781	80,7777	184,9782	76,2813	134,4963	41,11360	52,7301	94,6181	163,1196	67,4007	133,9217	18,4447	110,2140	86,10533	162,11134	186,4784	177,3422	5,7488	167,1435	37,11500	28,6620	44,11324	127,8028	15,6031	159,2797	125,5781
33	197,9004	148,1008	185,5883	60,1548	84,11356	91,5586	34,11667	151,599	111,6543	157,8627	109,938	26,11270	9,7237	105,6347	102,8064	129,6065	118,6022	80,7215	102,1288	138,482	123,490	139,6920	21,4535	99,9968	85,3450	149,2634	121,6397	45,7869	102,2835	171,3399	195,1167	50,4885
34	45,2980	168,9329	191,4607	162,10368	128,4206	103,8806	15,9257	56,10603	60,6520	188,4591	192,642	20,449	55,9418	113,10928	30,8118	117,6539	99,4335	169,552	48,5796	200,7841	180,6717	110,10064	158,6249	79,1626	131,144	16,5212	15,11155	122,2252	137,5815	159,3622	158,9731	20,3983
35	104,6071	4,2852	133,6487	144,2894	155,9018	64,930	97,6412	127,6951	164,9788	35,11080	130,9448	120,10062	21,1722	173,2718	130,4526	109,1471	189,1729	52,8790	69,12059	50,3480	79,9647	102,11680	104,10442	112,8484	62,5943	16,3511	47,11843	101,3759	123,11589	10,1564	154,1847	126,2175
36	173,7903	150,6715	21,10392	183,2531	160,7050	155,6063	1,7684	159,3724	104,7356	185,4205	66,9795	173,9909	115,4459	189,6211	31,8015	116,6012	14,987	103,737	128,9826	95,4553	26,250	2,11624	186,7029	154,3138	13,7800	47,3598	43,11316	169,3015	150,6430	105,8773	43,11062	77,12
37	177,1337	170,9239	76,5532	150,8787	40,2473	128,6354	132,8843	27,2472	78,2801	74,3929	101,4071	124,5310	200,1038	91,6873	165,5530	152,2952	133,8819	193,9804	109,11231	10,6079	95,5066	43,8035	37,9616	152,11117	143,1299	168,1876	52,2172	111,12173	134,11666	47,3455	17,461	197,12086
38	159,11597	24,876	21,7813	9,9506	164,11250	144,7705	8,7579	151,1856	190,57	123,6741	198,5628	47,6240	125,1717	187,11902	194,3076	75,10802	155,898	69,2753	116,8314	35,6331	122,2294	55,3063	153,4576	184,6955	35,3307	196,4928	96,4916	197,8915	58,4452	9,31	135,684	188,6624
39	128,3642	5,524	15,6438	12,10720	199,1993	32,1374	145,12088	50,5425	18,4561	141,5554	146,11381	177,7483	140,9808	26,2199	105,3661	143,1766	197,7236	147,1585	23,985	79,7431	195,5907	66,9948	84,6474	74,6582	127,4932	177,974	166,8156	189,6926	44,4845	153,6737	107,11529	155,12296
40	98,6092	17,7298	79,3530	82,10377	112,8463	52,2104	155,7641	110,331	4,1553	135,366	143,3985	190,10754	143,9700	187,8569	116,6321	93,659	57,10746	109,1510	101,1535	13,5747	174,4823	86,6293	77,6112	64,6031	143,398	145,9608	135,6085	188,3883	35,41	105,500	51,4004	154,10318
41	162,8401	56,2592	133,8527	101,11323	113,5773	31,5722	72,3172	39,8637	150,5709	175,9574	68,951	74,1941	164,5986	7,3421	145,6875	10,10725	19,8278	8,9173	136,9281	154,1950	48,5905	148,3634	85,4742	146,1152	112,9924	6,9194	168,7742	162,1107	165,6380	169,9166	89,790	178,9763
42	129,1285	84,10745	11,3634	138,6595	81,165	193,8363	144,5960	169,2691	78,11281	33,815	35,11169	1,5409	74,4062	66,1702	176,12274	103,4593	169,1668	141,4229	92,2625	129,10708	114,9020	197,4759	43,2878	9,5923	161,9684	8,8954	139,6271	30,3722	51,861	11,10288	163,6480	24,2203
43	113,8662	53,4030	8,436	19,4863	65,12218	62,583	51,3276	155,6671	100,8604	86,11715	124,8117	73,2505	55,5967	37,10459	191,4681	86,3960	86,4515	97,2805	154,7613	123,1798	15,3126	128,10229	37,6813	179,7194	100,9153	20,10293	15,129	8,11526	9,9106	22,3521	91,1913	143,1060
44	70,2589	196,4065	59,375	120,4194	183,2436	123,10771	30,11828	120,2701	125,6039	123,7463	38,9255	88,11116	139,2799	42,11997	108,5412	60,7764	93,11445	126,7713	195,10994	179,3463	200,4455	84,11093	88,7755	73,2374	6,6956	4,4160	190,5415	139,8034	101,6943	152,9272	150,297	135,5692
45	19,8854	101,1155	170,1982	116,5723	21,7319	104,11959	148,9236	67,9803	129,8409	161,3388	92,424	43,7284	185,2247	3,7332	53,10218	60,8521	80,4680	163,11352	86,1876	6,48	100,10471	90,4297	24,4092	51,5460	54,3166	88,4037	144,476	91,1185	121,2848	163,10020	153,8151	18,1009
46	133,2416	159,11861	14,7467	1,6424	133,6876	161,5756	64,5883	199,902	33,4668	199,1251	156,10518	136,3098	53,6229	131,6381	173,2743	41,1101	87,8924	7,1628	8,9376	129,9543	128,11507	63,5354	194,4915	168,3049	64,3255	16,11684	112,3666	97,6590	165,11148	165,11827	144,2973	123,916
47	110,5006	200,7437	49,6034	197,11163	30,3068	168,10259	58,3040	170,11663	192,4419	167,923	17,3631	55,6340	119,4069	21,6690	39,8289	73,4805	189,11702	75,8917	52,4075	142,1875	60,6534	153,5144	95,8236	57,11294	85,6554	131,2040	132,11220	58,2257	3,7756	8,7371	69,1919	148,4443
48	43,1437	185,10807	119,4864	166,3690	120,326	10,9634	38,7317	150,1037	5,3288	157,2925	109,2414	6,4913	92,7728	188,11244	193,11288	172,8252	134,2846	92,11121	91,9624	57,3798	111,1101	53,656	110,7826	95,4994	72,4585	66,4256	99,4079	88,708	161,3697	105,143	28,9715	64,7093
49	180,5375	170,8910	74,5523	68,6992	115,6602	178,11249	92,2441	20,6496	177,12297	75,11887	106,1994	193,6382	7,10392	40,480	193,8312	133,339	200,5609	177,7023	119,11015	95,3895	39,12126	27,1049	86,6363	55,10554	2,2162	45,6522	173,762	65,7770	41,5116	41,7478	140,11234	99,8121
50	113,8226	11,8972	197,1525	87,1603	186,9439	148,7304	160,514	2,2386	11,11820	71,7808	186,4376	185,5570	183,6342	15,3142	12,3913	168,8368	7,6062	147,1483	49,9315	15,1069	187,2083	90,7543	142,3071	8,12026	131,9719	69,5706	118,7950	79,1628	44,604	3,11903	103,6032	173,11594
51	123,3986	178,1612	194,4460	141,7691	68,99	64,8558	192,3719	72,1332	78,3952	74,6058	99,6729	39,8024	121,1026	100,9445	2,6459	158,425	198,7582	190,1050	170,12065	36,10036	165,11504	76,3767	71,9616	59,2176	98,9253	116,9863	151,7076	194,7983	138,9055	200,335	169,1212	38,4728
52	152,2783	2,821	138,9813	194,11899	160,9476	142,6734	62,7427	77,9600	38,1072	140,2413	24,2079	17,9277	172,5021	177,6823	176,5116	61,4736	187,1762	159,8527	158,2195	158,8969	38,3972	143,277	65,1535	154,4087	104,2045	167,5502	63,3738	34,11068	164,8470	111,8096	56,3587	147,5370
53	3,3158	80,5183	111,8777	83,857	191,3850	200,640	134,1488	100,10825	59,9564	37,12103	32,1419	107,2699	96,4526	129,88	119,6877	67,3361	161,9827	94,5648	198,2207	37,11546	51,2200	53,5737	41,9106	65,1525	115,12001	105,11844	81,11359	100,8605	113,10598	88,5454	167,5497	14,2577
54	146,10298	23,525	35,10817	186,8537	81,12052	124,917	166,2865	17,11720	139,10129	54,11190	81,7340	125,3700	187,4191	63,7811	1,9146	168,3321	136,9950	161,8372	178,4225	149,5360	70,8573	112,3990	19,4465	167,10318	49,6324	195,3032	13,735	107,9349	56,8298	27,4590	136,9060	79,9801
55	190,3049	10,3195	128,6408	118,3550	113,5858	100,4999	135,3740	73,11099	174,10965	115,12163	52,11509	104,8896	122,10221	172,2757	92,11497	146,11512	67,2389	95,1649	150,4906	7,9835	95,7213	188,10332	27,6674	58,10172	112,10913	35,2212	124,5492	83,9840	117,1966	66,11439	168,5173	87,5988
56	38,9243	41,10734	113,2782	34,6621	65,11653	45,1966	156,10400	37,5573	151,2703	150,137	66,3065	42,373	195,3022	164,1751	187,8579	71,7806	81,6491	198,1849	23,1993	147,7485	60,2954	141,7720	165,4662	183,4107	55,611	108,1646	171,11052	148,6469	135,4924	91,2163	115,7401	103,5725
57	87,3690	130,7977	120,6114	141,12154	85,4623	167,7223	117,11293	84,9437	18,9835	7,250	55,3234	119,8652	152,6700	180,3131	131,5880	74,9215	174,11322	172,5244	12,128	51,1446	148,9205	20,5815	182,10129	151,10790	70,227	156,11026	151,12268	52,8096	110,6427	22,1316	90,9545	142,3279
58	36,4046	144,4841	47,5006	198,2481	148,998	171,5797	67,5820	170,1791	2,11366	133,1128	158,5836	195,2929	79,5725	42,1672	132,8827	127,5072	54,10791	177,9909	119,928	128,2332	85,5340	86,6775	2,955	115,6069	94,12037	3,265	164,3560	7,2954	16,1369	150,1865	27,1080	155,12104
59	167,4712	190,7583	58,2619	181,5308	140,9604	102,11111	160,11015	102,10045	193,7825	120,465	152,3597	142,8958	57,2894	31,12164	3,7274	27,11041	81,10418	147,5920	80,10423	199,5487	81,5057	137,1351	91,8296	160,4935	145,3028	24,9630	154,4545	185,2641	137,10034	80,4113	35,358	44,3551
60	114,5192	174,9417	116,5736	94,11645	134,3819	99,11062	160,4748	72,7452	145,10859	179,2011	33,12019	98,1303	41,7468	19,8045	31,5091	83,11293	19,6166	24,4405	114,4219	75,4270	56,5630	122,4517	157,5588	9,10549	78,7784	37,9833	178,8156	3,8255	25,11421	101,7197	137,6307	191,5596
61	177,874	124,2113	93,2996	131,207	162,436	144,2696	107,7871	107,3873	172,11316	23,1654	135,7961	151,11981	68,11270	47,4064	132,5678	160,6777	21,5386	47,6319	117,6956	148,8490	25,732	147,9809	63,4972	177,5645	20,1199	101,11484	163,11453	66,12252	152,6400	111,5023	112,1119	71,7709
62	6,7534	128,7168	53,9413	2,52	66,7518	124,4726	177,1298	128,5370	186,6857	132,4526	111,369	125,12338	24,10634	138,6100	105,10747	122,37	166,2669	61,4748	168,7514	50,629	109,2211	194,7892	98,6706	69,12033	7,10582	156,7983	170,8931	132,7319	170,1295	106,9141	3,6626	10,6501
63	18,1323	157,889	128,3089	63,11848	76,2597	194,6494	64,3725	155,9136	19,328	186,10752	145,8398	193,5306	99,242	54,7914	171,6228	96,9857	49,9228	71,2703	23,6591	138,2964	126,4690	62,1106	152,3242	11,9490	96,7759	77,4980	153,11932	72,6368	23,9043	82,3609	26,2459	26,6786
64	31,7914	179,10121	75,8268	25,5163	7,9111	130,8389	158,255	38,9760	200,1254	15,11060	196,10571	167,5745	68,12131	14,4724	29,425	90,1563	36,10756	50,8500	159,11154	121,7577	151,10083	110,11696	167,4446	135,2698	118,4161	37,9608	163,9943	11,835	121,4426	23,7075	105,10869	76,2632
65	69,4515	15,2883	83,776	190,2349	86,1433	95,346	118,7017	3,6180	20,9163	158,1482	136,279	156,10481	195,8421	55,3958	17,455	123,4360	75,2325	189,11483	73,9880	100,11517	57,3924	199,10537	113,6015	99,7399	106,5784	165,8989	105,3626	52,2095	21,9253	28,4462	76,9344	100,11062
66	44,5368	86,4261	147,433	77,3359	14,4296	188,8799	166,4749	78,855	80,8531	199,12325	161,918	141,10040	103,4523	157,8953	39,5547	47,11476	14,11740	39,3173	164,11633	184,3596	25,960	187,8592	189,10949	65,4347	137,4157	4,1134	175,1194	138,6150	101,11139	8,3000	162,11133	46,9574
67	197,7613	129,7032	141,1985	76,2444	119,2890	113,6347	198,3643	90,8487	175,1614	138,2242	198,9429	24,9095	120,727	143,1944	91,6141	33,11712	26,9479	30,10045	133,4885	123,10077	89,11929	162,5073	18,1729	49,8409	55,1550	95,1589	114,759	111,1874	23,2531	2,1177	52,6835	58,2510
68	143,9860	33,6453	25,7040	78,4637	55,12012	21,11219	116,6802	120,2448	111,3831	8,2397	58,3862	59,82	200,9853	175,2115	191,11361	128,9312	178,11757	91,3587	167,8543	145,4464	105,10855	119,5029	51,8897	99,2143	16,286	66,2876	17,2953	107,5501	39,8940	71,4739	72,1187	25,11953
69	84,2134	136,7650	27,9151	174,8349	122,3129	101,10628	115,6515	12,4088	15,3490	175,8459	189,5683	94,9119	123,10977	36,7570	23,32	64,3789	86,9203	164,1698	45,5083	123,5203	77,7982	16,9104	152,1552	178,3770	90,6020	102,293	9,1032	47,833	13,3949	138,10898	83,4589	99,7083
70	23,5119	113,11972	58,8315	113,3371	181,9406	188,6058	31,7848	53,10548	76,7022	68,209	178,1088	123,1736	47,10608	53,10186	126,8488	181,3270	140,10166	27,159	128,3144	66,3675	59,9538	51,7772	140,7618	102,5563	131,7730	161,5174	186,7484	32,9049	149,534	76,11155	82,8522	58,6443
71	144,11254	109,5327	56,7134	180,11983	98,1489	103,11251	56,1553	149,306	92,4551	152,10955	8,1098	54,6929	182,2682	40,3948	19,267	83,6620	200,2590	83,6216	178,10313	40,1370	196,11855	16,3989	151,10685	157,6558	98,865	184,2839	146,8441	132,1856	187,2137	162,7096	188,5833	124,12107
72	15,1390	181,10004	107,2761	110,6765	170,8665	79,9924	90,10372	169,882	150,4106	100,3570	69,470	94,11071	190,4280	30,8763	137,5880	146,10765	136,10166	44,12178	67,4093	17,5782	32,10308	148,6143	167,8230	129,12151	142,7759	97,10690	134,9015	50,6164	110,1970	136,7209	104,11380	192,50
73	138,8895	92,10353	93,3760	153,10116	116,12309	165,1100	92,4845	10,10327	130,6737	52,2882	143,8479	44,11726	186,9398	155,9729	4,11429	85,3902	152,5223	83,3553	93,7048	152,4401	189,3704	175,7064	146,4698	1,996	196,9971	16,8093	21,1260	18,77	18,4863	1,5052	65,9576	23,4760
74	189,6090	68,10420	49,5022	32,9609	144,616	31,4360	2,3208	90,3565	19,5690	160,3569	26,3054	167,3761	57,8046	48,6244	40,5934	112,2868	139,1650	168,5851	191,179	26,7680	50,7191	24,4490	45,8106	173,12029	131,10104	115,5351	160,3909	114,10689	170,12172	128,12298	55,9451	111,10092
75	36,9258	127,6162	88,2665	191,3381	1,10552	122,2751	87,11921	29,797	87,3423	5,3244	156,8679	148,1529	53,5641	157,2369	94,10911	111,10456	97,7972	40,4329	149,3628	100,3891	14,8736	116,3053	164,1216	1,8879	57,8243	58,5428	39,4235	139,12254	141,1539	103,4329	62,2286	195,8348
76	7,9686	89,8066	176,7204	165,1521	3,4256	116,575	114,7217	36,215	155,7955	118,1736	66,7714	118,1154	3,3548	186,519	25,3283	174,9546	99,11769	164,994	113,3345	55,9247	88,5833	178,1238	99,3685	3,5476	165,2072	150,3721	64,8973	40,2261	22,7384	121,563	163,7422	65,3012
77	29,1165	198,10492	31,9035	46,6210	105,5245	141,228	134,5993	114,2062	65,7756	118,5380	108,2243	106,9387	9,2634	31,11815	44,10666	28,10051	162,9676	88,11605	131,1436	49,4952	150,7376	135,8801	2,8494	131,7761	49,3673	28,10783	19,2555	37,12069	168,3820	11,801	161,7948	198,5237
78	77,11156	9,8886	125,10035	79,1441	100,4731	138,9818	7,8162	4,3154	108,6366	94,11932	42,11707	8,8587	61,7457	185,6332	196,4858	94,11571	183,10964	151,10973	22,2405	196,164	72,4286	45,11192	14,1009	109,5920	166,971	102,6207	145,11157	63,9099	49,4088	87,2014	69,9348	142,7690
79	16,10309	152,9629	84,3088	68,9473	28,6121	56,4483	8,10005	194,5652	180,10840	1,3696	134,52	192,11437	18,1046	66,2751	130,4098	151,4221	186,7818	36,126	167,5977	166,9042	37,672	72,8712	10,10208	16,5485	59,394	92,2989	139,2323	82,5701	86,4169	124,2971	126,12134	125,188
80	32,3937	6,7736	15,6008	46,1623	23,5319	71,2121	147,6625	145,6361	150,1149	107,11649	71,4637	31,6445	95,10653	129,1048	50,10562	50,3601	180,11903	149,11446	99,216	108,7119	53,1419	54,8563	199,325	199,7058	177,2439	109,6885	183,1683	52,4164	139,7647	134,5488	106,6065	132,12173
81	47,6416	173,9489	113,4936	7,2333	166,9788	53,9258	33,3262	83,5284	65,5890	87,6284	181,10720	145,4391	156,11944	86,2498	137,4830	32,7078	84,7216	180,11379	110,8796	71,9017	192,1522	191,10630	31,2276	101,10369	76,2641	200,4827	142,3305	130,785	179,8040	61,9486	181,3569	112,2559
82	81,3330	124,4083	115,11759	50,3787	193,3185	146,8819	44,1096	181,4045	128,7559	156,4140	114,12036	47,6749	159,8843	31,4180	169,2574	92,10458	183,8721	9,11984	186,5290	142,7983	38,5544	50,11912	149,4008	148,8213	13,4798	46,4702	6,3106	88,10013	102,3155	4,10782	186,3860	44,8188
83	13,2821	156,5770	16,6282	21,8678	34,2407	108,553	180,5150	67,2668	169,10909	85,7991	198,3125	21,742	167,2179	19,10652	19,6407	163,3659	44,8324	35,3813	5,10675	23,1586	32,9507	100,10915	36,4047	194,11648	80,7226	93,6336	192,7192	97,5581	173,5516	117,8625	129,6714	64,4956
84	192,8571	183,2204	116,4094	89,2602	158,4657	159,2756	99,1624	140,11063	96,4861	175,11008	41,2492	121,3495	117,3509	121,10848	125,11766	28,9322	158,9120	179,11395	71,2026	140,146	195,11016	44,455	40,4089	71,6794	119,11526	60,1610	68,1051	196,27	34,9170	12,937	53,5975	42,4426
85	137,2606	42,7041	94,1357	197,2993	102,6684	174,11352	198,3972	162,3911	99,10633	193,8964	101,4791	177,8151	83,6462	6,5715	135,12302	93,10804	81,9455	106,6708	183,4849	58,1265	46,6667	15,11278	172,6996	107,8749	20,4660	18,4006	98,5469	137,5941	160,3366	118,5444	87,1969	136,6819
86	81,11789	58,3304	27,2376	73,6461	73,1391	99,792	20,9291	118,6469	173,9865	135,6374	185,1766	180,2994	108,10011	9,6025	189,9524	12,9285	123,11424	62,3741	143,1385	58,1810	94,2164	183,7572	85,3994	4,2349	88,3111	21,9118	110,1177	79,3125	22,9607	132,3387	197,4892	154,9893
87	166,8528	123,5376	180,7521	49,11988	104,11853	78,2233	91,8734	155,7496	17,4938	48,1351	111,3101	51,3192	147,7997	123,11453	162,3332	45,11694	35,3346	90,197	60,12152	135,12167	79,9516	97,5069	162,11973	165,2366	172,5832	92,7574	40,4894	197,9430	95,3659	41,1459	182,11931	153,6961
