191	65,14	67,79	42,42	138,87
192	155,31	43,132	41,35	115,51
193	55,9	97,163	34,222	183,250
194	103,114	60,227	128,270	52,18
195	126,60	90,107	45,25	153,143
196	144,256	31,72	84,94	113,285
197	57,214	59,130	120,249	66,38
198	39,209	27,228	36,46	22,279
199	176,54	30,258	73,8	53,151
200	92,279	130,175	129,79	23,63
