163	97,719	165,1438	127,5	199,354	128,360
164	43,520	55,1715	115,256	51,262	45,949
165	14,1668	20,1290	178,1332	168,1206	65,285
166	84,1827	45,969	97,170	12,1227	124,1677
167	68,1396	130,1573	79,741	1,1670	20,394
168	55,387	159,929	200,1263	91,1357	44,1155
169	28,1197	46,1177	112,1678	139,317	143,1091
170	26,1137	97,892	68,844	158,873	199,78
171	11,1631	178,1650	99,512	140,560	135,1776
172	17,942	29,321	36,1689	82,1346	139,1211
173	67,693	3,240	199,1708	170,108	46,1209
174	45,1217	65,562	64,1202	73,779	88,434
175	89,1547	162,1380	94,72	164,6	112,1643
176	58,617	10,893	3,1435	174,271	174,91
177	61,1565	182,1593	29,468	87,1175	29,315
178	114,488	18,481	60,1628	80,1388	58,1084
179	56,1010	68,463	62,1389	62,405	81,356
180	19,684	48,1082	123,1364	134,1058	195,122
181	67,903	154,132	70,992	99,130	103,1498
182	173,402	61,67	64,1046	153,1640	124,158
183	183,1588	31,1732	153,1828	147,1284	191,1555
184	200,1804	52,695	138,1201	59,1365	112,1404
185	115,866	145,1642	70,1403	121,1469	78,1715
186	68,363	88,1044	14,637	128,18	76,463
187	200,128	187,1266	81,1207	178,748	192,525
188	34,987	50,993	188,569	45,1858	108,347
189	71,1494	41,1182	16,355	38,1131	80,301
190	61,754	98,1721	92,1364	81,322	112,89
191	52,1296	161,355	47,1341	164,668	161,1237
192	69,1515	94,1623	97,1684	145,944	61,1242
193	56,997	31,1691	156,1271	118,971	60,442
194	126,54	149,284	183,267	169,1269	58,655
195	112,1064	154,1352	131,477	164,1059	49,865
196	49,1700	142,1603	199,1157	71,1002	7,1121
197	37,1314	78,1214	200,269	122,1303	84,860
198	112,870	58,111	37,707	124,1049	129,472
199	110,1238	44,1769	85,1588	149,1485	182,749
200	126,144	3,386	129,389	138,610	15,709
