33	153,11	118,250	52,75	39,238	27,229	97,283	134,224	61,169
34	16,38	16,229	189,110	61,251	129,209	4,29	36,33	108,277
35	54,188	87,147	58,91	56,3	119,173	100,40	150,139	162,88
36	79,41	88,226	163,28	117,244	137,193	22,244	113,224	76,44
37	193,215	22,274	29,284	53,65	131,171	131,143	124,103	32,135
38	185,227	77,272	48,269	28,153	50,130	139,184	74,227	108,244
39	178,259	149,187	15,285	182,77	114,215	67,195	43,23	48,250
40	94,236	153,191	164,17	44,139	156,219	149,132	134,123	78,123
41	13,242	188,286	79,214	102,246	157,240	18,61	168,136	187,138
42	174,196	17,189	13,49	59,211	10,71	164,209	127,251	182,197
43	1,151	166,70	58,63	32,102	85,268	89,22	99,236	28,79
44	47,46	50,165	6,113	115,16	7,187	40,170	110,249	23,68
45	151,102	154,224	19,246	164,178	56,38	89,193	105,4	123,52
46	87,138	58,162	5,265	2,101	75,172	156,259	26,108	146,82
47	71,48	49,28	113,72	15,80	14,112	130,218	30,283	46,95
48	41,268	25,243	181,86	133,285	160,118	81,125	146,14	3,164
49	10,1	57,178	133,124	173,35	120,264	6,244	172,46	102,67
50	186,28	142,276	76,226	18,38	88,7	10,67	94,229	94,107
51	4,66	19,285	173,174	63,155	82,270	10,74	48,43	192,125
52	55,247	180,237	45,210	107,9	60,281	103,142	82,247	200,127
53	95,195	183,282	194,110	104,217	165,120	147,170	176,274	33,162
54	113,239	76,31	82,56	71,176	171,191	8,23	33,122	129,178
55	38,107	121,243	23,50	23,45	8,126	177,42	59,160	49,61
56	27,284	98,160	120,86	135,232	90,266	36,52	22,154	47,114
57	61,132	112,5	174,219	40,162	197,251	28,69	21,150	155,75
58	113,275	6,149	49,94	163,159	156,154	163,139	140,244	51,65
59	194,184	189,261	102,279	81,225	103,35	33,215	59,206	68,201
60	72,277	29,154	18,201	59,90	94,203	49,96	112,125	61,215
61	34,35	169,264	21,137	178,207	133,145	29,255	199,162	120,18
62	137,74	128,99	66,135	107,117	166,225	33,274	72,272	47,60
63	34,129	76,216	83,151	107,135	125,157	180,93	16,30	156,6
64	41,249	156,187	104,123	132,277	23,6	99,118	72,35	71,112
65	99,94	177,228	166,101	84,252	51,155	197,253	64,213	150,113
66	168,282	168,277	93,46	39,211	102,32	175,164	156,149	26,254
67	33,157	20,255	195,271	39,146	71,88	172,46	159,251	80,140
68	55,29	117,99	43,151	29,271	75,39	35,255	123,95	169,116
69	42,90	184,279	43,212	36,192	26,5	166,102	138,46	76,27
70	116,10	109,83	176,240	111,136	121,130	32,155	27,166	145,95
71	186,218	36,140	154,90	128,254	182,209	57,31	173,113	96,29
72	115,234	65,151	64,79	19,159	77,227	188,70	14,130	83,151
73	9,98	139,230	66,106	123,7	187,34	91,110	184,196	55,64
74	11,37	93,264	177,260	96,238	77,243	2,128	10,5	9,84
75	196,110	75,105	142,108	70,260	157,162	16,151	116,156	115,140
76	110,21	37,126	26,262	15,211	42,77	169,190	5,112	174,51
77	64,52	24,196	30,65	183,197	9,83	161,264	39,199	196,233
78	30,173	135,252	153,153	114,275	113,60	67,109	32,14	4,144
79	51,177	108,24	62,106	105,253	35,126	4,152	72,235	89,261
80	46,5	29,151	88,30	117,229	127,92	140,86	49,148	182,134
81	86,97	76,241	174,162	193,99	162,264	159,69	192,257	48,191
82	59,108	131,274	121,192	142,253	123,77	81,91	25,74	155,238
83	108,65	95,238	82,105	147,273	3,89	1,156	194,262	196,255
84	102,69	98,275	26,242	106,285	71,97	171,211	7,76	14,251
85	90,41	142,92	122,284	190,127	174,46	141,3	120,182	169,77
86	190,123	31,211	23,242	163,59	63,159	6,156	15,217	63,128
87	34,260	125,92	46,210	186,119	82,126	81,151	18,128	52,239
88	122,239	50,133	156,270	51,247	25,77	108,187	200,134	165,285
89	62,117	116,234	19,171	8,134	176,118	118,209	22,52	58,120
90	167,34	99,279	164,248	174,237	8,216	168,128	197,157	4,233
91	119,194	137,57	1,273	74,235	38,229	179,3	105,159	119,209
92	167,213	177,20	40,110	78,46	10,278	52,242	72,254	119,14
93	14,266	137,133	174,260	64,10	94,219	180,196	86,234	20,250
94	71,260	197,77	175,21	76,4	28,207	18,164	17,269	104,65
95	78,17	80,13	197,143	97,228	91,38	149,279	62,118	115,27
96	138,103	66,79	84,16	77,224	193,8	9,240	13,62	182,42
97	83,120	114,20	29,53	158,162	102,102	81,160	110,126	119,114
98	141,205	50,219	174,83	42,174	173,11	72,206	152,109	69,249
99	15,277	112,212	5,147	30,167	140,181	59,14	77,234	64,265
100	69,37	168,32	164,14	162,73	178,247	155,227	54,6	174,276
101	158,81	8,13	174,113	189,16	119,63	178,179	38,125	166,263
102	7,266	30,105	169,141	185,4	18,129	38,286	90,217	148,276
103	123,33	37,168	18,85	78,56	11,22	133,117	14,11	40,283
104	19,182	13,179	24,111	194,94	37,231	145,66	40,110	151,84
105	54,255	94,239	112,94	123,273	165,251	46,49	32,232	126,74
106	158,88	112,217	120,79	22,225	169,149	144,208	164,1	158,61
107	166,230	47,74	41,162	34,53	152,174	138,101	28,132	131,154
108	45,228	186,252	23,35	145,96	48,108	104,55	36,204	20,29
109	38,111	126,103	186,232	171,169	15,145	79,248	60,124	194,54
110	39,55	156,123	5,67	137,182	161,129	69,231	42,21	199,86
111	167,272	90,206	18,80	6,118	68,50	122,54	143,203	90,234
112	39,244	121,238	124,241	182,63	180,87	4,29	87,12	29,36
113	24,176	18,1	73,27	167,71	32,98	119,46	57,229	52,161
114	119,234	76,34	57,127	42,257	164,1	132,257	124,219	43,212
115	100,199	155,26	107,151	67,120	127,30	148,45	170,243	4,170
116	113,150	176,39	157,137	173,46	83,39	45,58	71,249	118,56
117	5,25	18,37	131,216	150,223	85,44	196,205	200,29	29,9
118	35,263	147,127	13,255	194,54	163,148	44,261	169,14	119,90
119	141,274	86,284	43,200	155,3	92,189	23,138	56,87	42,113
120	57,210	117,120	12,202	94,26	172,232	144,1	8,273	29,195
121	30,139	66,6	132,97	165,115	118,70	52,91	61,201	43,42
122	114,284	119,142	187,190	117,113	194,282	30,31	144,228	174,272
123	141,134	146,273	33,20	174,140	84,193	74,24	7,49	147,141
124	7,98	97,67	173,119	136,35	13,193	7,57	146,100	73,129
125	61,58	26,223	193,118	173,226	128,118	12,276	116,204	42,284
126	17,214	23,106	167,77	19,151	160,40	73,204	86,144	29,201
127	193,137	104,112	103,44	38,231	60,169	103,72	80,12	23,122
128	9,2	153,245	59,254	127,271	53,232	6,200	198,237	143,86
129	16,23	138,124	67,147	55,132	60,136	55,84	7,166	179,186
130	55,10	185,111	66,271	97,88	30,226	158,233	144,182	18,79
131	172,137	200,39	66,48	94,69	86,167	186,4	56,1	138,251
132	70,22	10,106	88,180	50,63	99,236	164,25	197,280	143,60
133	145,185	137,262	47,263	160,148	42,106	132,76	117,108	131,197
134	56,146	110,137	112,256	182,204	138,89	73,74	173,66	18,236
135	154,201	140,8	172,54	112,280	94,152	45,41	74,207	167,182
136	92,107	61,20	50,232	172,253	30,7	77,149	140,169	92,213
137	138,176	19,244	109,269	185,171	23,7	50,151	173,250	97,97
138	93,157	88,14	85,152	52,211	99,5	89,241	185,87	98,163
139	144,162	70,90	197,98	109,211	132,2	15,286	117,164	59,270
140	21,44	99,166	145,141	93,132	140,150	198,225	91,149	32,97
141	185,105	129,65	189,84	31,60	53,39	6,106	67,233	95,85
142	140,129	121,260	30,228	6,270	52,67	200,48	193,107	119,60
143	103,120	124,216	200,180	175,142	10,115	127,90	130,209	6,75
144	165,249	104,119	141,103	198,92	137,7	139,149	58,256	85,79
145	79,108	98,145	1,217	53,202	195,234	73,260	102,113	35,28
146	187,243	165,74	200,15	172,14	145,25	180,118	85,229	175,230
147	131,244	93,242	167,276	16,173	54,277	31,222	66,3	113,210
148	136,130	160,219	129,56	20,46	127,25	171,66	113,54	19,14
149	185,33	113,31	125,242	167,15	128,233	22,194	75,66	71,33
150	76,98	160,224	160,47	70,67	10,186	34,127	77,1	9,223
151	110,29	148,196	28,270	5,277	141,6	187,28	126,36	30,15
152	150,9	183,102	109,213	193,33	121,43	146,224	110,21	35,249
153	74,229	32,183	23,25	180,126	199,186	89,148	123,42	149,270
154	167,168	163,163	72,33	26,273	135,163	84,202	127,234	4,67
155	7,280	155,62	150,6	35,262	183,167	122,3	80,102	120,11
156	61,277	175,50	6,111	177,195	195,262	121,227	133,103	143,15
157	79,144	190,251	108,155	37,274	80,83	161,244	103,229	95,127
158	55,71	9,42	76,248	200,135	105,207	77,152	126,78	132,162
159	173,233	74,86	154,179	199,10	158,219	196,211	127,147	188,268
160	92,24	150,94	158,149	37,155	100,208	88,111	22,84	76,3
161	150,132	168,273	28,268	33,248	157,228	98,134	55,132	142,68
162	50,246	197,187	127,226	191,192	32,226	137,67	173,233	102,174
163	28,252	76,143	122,171	200,72	3,217	22,74	51,223	117,27
164	39,261	125,270	12,93	186,181	119,36	72,89	102,104	78,83
165	102,144	22,27	53,43	24,153	2,108	79,153	158,185	89,85
166	39,200	63,150	28,54	195,184	110,80	196,211	157,38	149,90
167	173,193	182,198	20,7	48,75	115,188	185,143	166,70	191,132
168	109,283	112,88	38,59	200,159	85,18	84,127	182,160	169,203
169	23,144	63,63	11,137	134,221	145,43	48,27	57,260	142,49
170	32,90	57,232	26,83	170,240	132,208	9,281	31,225	127,95
171	164,74	112,93	131,33	52,286	154,115	104,203	117,62	31,221
172	55,226	139,198	158,209	128,162	82,227	134,276	19,194	108,106
173	166,185	10,208	84,260	198,205	76,89	82,205	167,146	79,209
174	22,97	89,182	160,25	146,138	88,115	44,211	62,193	13,182
175	190,225	122,220	137,122	138,42	173,95	33,69	13,70	128,219
176	135,129	169,236	52,221	175,218	145,49	136,188	55,234	54,170
177	159,7	141,111	130,3	149,237	85,142	117,210	42,221	83,229
178	175,183	127,214	191,130	172,98	123,89	120,146	82,238	126,63
179	40,50	27,9	98,17	175,169	122,169	153,228	126,104	10,140
180	133,172	91,129	154,37	152,207	195,66	65,100	69,206	18,56
181	197,284	166,27	51,265	42,64	38,15	133,202	14,93	195,281
182	14,154	190,198	189,68	185,43	67,81	171,45	180,280	99,146
183	197,166	191,226	127,51	189,29	89,58	133,98	93,128	30,249
184	185,107	10,41	38,41	159,8	7,248	149,286	150,93	179,4
185	154,162	41,42	6,135	53,242	147,247	181,238	57,236	110,238
186	105,225	65,221	126,178	176,80	152,15	146,238	30,114	78,255
187	175,15	24,13	64,248	20,150	49,203	193,224	159,70	151,223
188	31,84	190,187	147,61	51,248	156,257	164,182	194,6	170,86
189	50,144	40,45	81,75	9,54	22,58	67,209	185,265	151,206
190	16,282	139,140	91,180	114,64	45,276	59,22	112,282	17,22
191	3,246	49,12	132,135	32,278	122,254	200,182	64,37	63,57
192	60,161	125,212	157,281	29,215	27,278	120,99	19,44	50,141
193	127,92	103,1	87,168	133,164	75,49	174,153	100,141	116,138
194	56,186	152,79	92,29	150,226	59,37	119,245	164,120	38,213
195	174,249	18,1	124,193	179,256	85,9	16,101	84,50	52,54
196	95,252	132,5	55,46	41,205	81,283	163,236	1,212	104,165
197	149,224	170,136	63,144	38,201	37,42	83,235	168,12	143,133
198	149,19	156,101	128,85	75,35	118,66	61,218	112,255	27,228
199	93,23	55,3	77,81	177,45	60,11	135,259	47,175	188,52
200	11,125	2,190	1,121	197,284	59,145	111,233	65,73	188,143
