151	192,61	129,92	127,181	52,146	172,219	26,7	100,74	149,165
152	62,137	130,169	143,116	96,95	152,38	110,6	74,260	66,261
153	182,13	37,26	122,147	179,145	21,224	105,222	153,28	85,153
154	56,209	67,193	30,236	96,195	100,137	135,241	85,246	143,238
155	160,50	52,260	14,224	66,259	77,248	188,220	119,65	56,8
156	121,116	82,42	81,181	148,14	27,108	36,135	138,94	168,79
157	104,203	160,274	89,49	28,20	23,228	14,268	75,60	100,228
158	166,196	6,269	133,42	164,245	81,101	163,131	89,201	126,106
159	72,40	30,186	96,220	107,55	64,257	144,198	14,71	82,61
160	87,49	197,69	162,208	52,155	198,236	179,76	161,189	136,244
161	36,279	150,243	139,199	39,122	198,42	138,282	50,272	150,102
162	3,259	64,244	179,185	184,232	24,136	139,239	134,225	72,224
163	26,199	90,54	149,12	140,203	66,182	181,157	118,160	133,31
164	18,95	156,175	72,171	85,29	133,153	116,72	119,252	42,258
165	160,7	74,37	34,206	143,209	140,82	55,267	7,22	49,136
166	37,151	127,143	64,121	127,16	161,74	87,266	54,90	153,184
167	73,139	54,249	178,49	150,250	66,3	85,187	56,31	173,195
168	156,96	171,140	145,160	109,145	98,185	109,227	158,58	166,205
169	102,57	59,31	27,3	142,105	111,276	68,87	23,209	33,261
170	94,68	83,164	75,25	193,151	11,16	129,174	129,267	14,138
171	188,212	139,67	15,38	147,141	116,86	168,176	40,125	164,228
172	182,52	155,70	178,269	144,176	19,281	57,108	21,214	167,39
173	173,260	195,56	69,279	125,153	62,94	11,150	35,277	59,228
174	122,177	194,2	10,27	183,104	139,207	73,263	147,33	30,82
175	2,35	59,133	63,169	176,188	20,260	8,110	125,208	84,270
176	198,75	37,51	71,224	127,44	42,201	9,267	163,208	8,57
177	148,71	31,250	166,21	94,197	154,203	45,285	121,30	16,183
178	178,259	87,132	110,254	178,265	61,142	150,244	52,7	141,149
179	171,46	147,145	66,139	21,152	106,19	11,66	150,39	101,219
180	153,255	138,243	195,221	165,5	22,15	77,261	66,177	157,282
181	59,58	89,227	142,108	127,279	92,141	195,152	77,95	116,10
182	114,254	15,45	71,67	13,186	192,207	64,215	130,132	155,7
183	54,63	50,155	85,23	37,282	70,250	113,243	100,214	31,271
184	169,232	8,9	177,133	119,80	151,42	8,26	180,111	140,42
185	43,11	46,179	98,168	63,163	150,45	9,51	1,180	11,262
186	36,78	20,259	142,249	176,275	161,79	190,143	72,79	106,101
187	115,151	185,283	152,256	40,31	116,187	122,241	100,125	27,150
188	75,53	104,249	136,100	122,128	26,181	49,210	27,10	60,164
189	129,208	74,103	56,72	122,126	26,106	55,130	149,211	112,231
190	45,63	36,210	131,18	19,160	48,29	4,62	46,137	11,109
191	18,189	103,234	91,219	64,242	5,124	199,127	10,209	83,113
192	120,6	105,170	76,47	128,18	67,133	53,224	45,44	19,145
193	87,136	125,216	89,67	69,106	84,202	165,22	126,96	47,12
194	181,251	51,265	39,192	56,204	46,53	69,158	63,189	30,156
195	183,188	69,76	155,8	71,93	5,156	13,229	22,83	47,102
196	26,104	92,43	71,244	162,207	60,50	85,214	41,140	110,160
197	96,35	2,237	98,50	159,120	10,85	32,268	195,81	118,146
198	7,229	105,126	166,213	146,241	184,96	82,255	67,142	2,55
199	49,91	94,122	109,170	69,221	75,136	134,56	183,25	177,37
200	82,107	76,194	189,177	21,29	131,242	160,19	161,145	151,10
